patch,champion,role,opponent,games,wins,winrate
16.4,Leblanc,SUPPORT,Soraka,1,0,0.0
16.4,Leblanc,SUPPORT,Heimerdinger,1,1,1.0
16.4,Leblanc,SUPPORT,Xerath,1,0,0.0
16.4,LeeSin,SUPPORT,Lulu,1,1,1.0
16.4,LeeSin,SUPPORT,Sona,1,1,1.0
16.4,LeeSin,SUPPORT,Zilean,1,1,1.0
16.4,Leona,SUPPORT,Thresh,13,8,0.6154
16.4,Leona,SUPPORT,Nami,12,9,0.75
16.4,Leona,SUPPORT,Karma,7,3,0.4286
16.4,Leona,SUPPORT,Nautilus,6,3,0.5
16.4,Leona,SUPPORT,Alistar,6,0,0.0
16.4,Leona,SUPPORT,Morgana,6,4,0.6667
16.4,Leona,SUPPORT,Soraka,5,2,0.4
16.4,Leona,SUPPORT,Braum,4,3,0.75
16.4,Leona,SUPPORT,Sona,4,1,0.25
16.4,Leona,SUPPORT,Swain,4,4,1.0
16.4,Leona,SUPPORT,Janna,4,3,0.75
16.4,Leona,SUPPORT,Milio,4,3,0.75
16.4,Leona,SUPPORT,Seraphine,4,3,0.75
16.4,Leona,SUPPORT,Zyra,3,1,0.3333
16.4,Leona,SUPPORT,Bard,3,2,0.6667
16.4,Leona,SUPPORT,Senna,3,1,0.3333
16.4,Leona,SUPPORT,Blitzcrank,3,2,0.6667
16.4,Leona,SUPPORT,Lux,3,3,1.0
16.4,Leona,SUPPORT,Lulu,3,3,1.0
16.4,Leona,SUPPORT,Neeko,3,3,1.0
16.4,Leona,SUPPORT,FiddleSticks,3,2,0.6667
16.4,Leona,SUPPORT,Maokai,2,2,1.0
16.4,Leona,SUPPORT,Taric,2,1,0.5
16.4,Leona,SUPPORT,Yuumi,2,2,1.0
16.4,Leona,SUPPORT,Poppy,2,1,0.5
16.4,Leona,SUPPORT,Pantheon,2,2,1.0
16.4,Leona,SUPPORT,Pyke,2,2,1.0
16.4,Leona,SUPPORT,Heimerdinger,2,1,0.5
16.4,Leona,SUPPORT,Anivia,1,1,1.0
16.4,Leona,SUPPORT,Velkoz,1,0,0.0
16.4,Leona,SUPPORT,JarvanIV,1,1,1.0
16.4,Leona,SUPPORT,Brand,1,0,0.0
16.4,Leona,SUPPORT,Zoe,1,0,0.0
16.4,Leona,SUPPORT,Zilean,1,1,1.0
16.4,Leona,SUPPORT,Galio,1,0,0.0
16.4,Leona,SUPPORT,Leblanc,1,0,0.0
16.4,Leona,SUPPORT,Rell,1,0,0.0
16.4,Leona,SUPPORT,Jax,1,1,1.0
16.4,Leona,SUPPORT,Teemo,1,1,1.0
16.4,Leona,SUPPORT,TahmKench,1,1,1.0
16.4,Leona,SUPPORT,Annie,1,0,0.0
16.4,Leona,SUPPORT,Gragas,1,0,0.0
16.4,Leona,SUPPORT,Xerath,1,1,1.0
16.4,Lissandra,SUPPORT,Zilean,1,0,0.0
16.4,Lissandra,SUPPORT,Karma,1,0,0.0
16.4,Lissandra,SUPPORT,Bard,1,1,1.0
16.4,Lulu,SUPPORT,Nami,35,17,0.4857
16.4,Lulu,SUPPORT,Thresh,10,6,0.6
16.4,Lulu,SUPPORT,Rell,9,3,0.3333
16.4,Lulu,SUPPORT,Rakan,9,5,0.5556
16.4,Lulu,SUPPORT,Karma,9,4,0.4444
16.4,Lulu,SUPPORT,Sona,9,6,0.6667
16.4,Lulu,SUPPORT,Bard,8,6,0.75
16.4,Lulu,SUPPORT,Senna,8,6,0.75
16.4,Lulu,SUPPORT,Nautilus,7,6,0.8571
16.4,Lulu,SUPPORT,Milio,7,2,0.2857
16.4,Lulu,SUPPORT,Lux,6,4,0.6667
16.4,Lulu,SUPPORT,Braum,6,4,0.6667
16.4,Lulu,SUPPORT,Janna,6,4,0.6667
16.4,Lulu,SUPPORT,Seraphine,5,1,0.2
16.4,Lulu,SUPPORT,Pyke,5,3,0.6
16.4,Lulu,SUPPORT,Yuumi,4,2,0.5
16.4,Lulu,SUPPORT,Blitzcrank,4,3,0.75
16.4,Lulu,SUPPORT,Soraka,4,2,0.5
16.4,Lulu,SUPPORT,Zilean,4,2,0.5
16.4,Lulu,SUPPORT,Poppy,3,0,0.0
16.4,Lulu,SUPPORT,Alistar,3,2,0.6667
16.4,Lulu,SUPPORT,Elise,3,2,0.6667
16.4,Lulu,SUPPORT,Brand,3,1,0.3333
16.4,Lulu,SUPPORT,Neeko,3,0,0.0
16.4,Lulu,SUPPORT,Leona,3,0,0.0
16.4,Lulu,SUPPORT,Velkoz,3,2,0.6667
16.4,Lulu,SUPPORT,Pantheon,3,2,0.6667
16.4,Lulu,SUPPORT,Maokai,2,1,0.5
16.4,Lulu,SUPPORT,Galio,2,2,1.0
16.4,Lulu,SUPPORT,Taric,2,0,0.0
16.4,Lulu,SUPPORT,Hwei,2,1,0.5
16.4,Lulu,SUPPORT,Xerath,2,0,0.0
16.4,Lulu,SUPPORT,Kled,1,0,0.0
16.4,Lulu,SUPPORT,Amumu,1,0,0.0
16.4,Lulu,SUPPORT,Trundle,1,0,0.0
16.4,Lulu,SUPPORT,Taliyah,1,0,0.0
16.4,Lulu,SUPPORT,LeeSin,1,0,0.0
16.4,Lulu,SUPPORT,Teemo,1,1,1.0
16.4,Lulu,SUPPORT,Zyra,1,1,1.0
16.4,Lulu,SUPPORT,Anivia,1,0,0.0
16.4,Lulu,SUPPORT,Ornn,1,0,0.0
16.4,Lulu,SUPPORT,Zoe,1,1,1.0
16.4,Lulu,SUPPORT,Sejuani,1,0,0.0
16.4,Lulu,SUPPORT,MissFortune,1,1,1.0
16.4,Lulu,SUPPORT,Sylas,1,0,0.0
16.4,Lulu,SUPPORT,Shaco,1,0,0.0
16.4,Lulu,SUPPORT,Veigar,1,0,0.0
16.4,Lulu,SUPPORT,Ahri,1,0,0.0
16.4,Lux,SUPPORT,Karma,8,3,0.375
16.4,Lux,SUPPORT,Nami,8,5,0.625
16.4,Lux,SUPPORT,Soraka,7,3,0.4286
16.4,Lux,SUPPORT,Lulu,6,2,0.3333
16.4,Lux,SUPPORT,Morgana,5,2,0.4
16.4,Lux,SUPPORT,Nautilus,4,1,0.25
16.4,Lux,SUPPORT,TahmKench,4,3,0.75
16.4,Lux,SUPPORT,Velkoz,4,3,0.75
16.4,Lux,SUPPORT,Xerath,3,0,0.0
16.4,Lux,SUPPORT,Rell,3,3,1.0
16.4,Lux,SUPPORT,Sona,3,3,1.0
16.4,Lux,SUPPORT,FiddleSticks,3,2,0.6667
16.4,Lux,SUPPORT,Leona,3,0,0.0
16.4,Lux,SUPPORT,Zilean,2,2,1.0
16.4,Lux,SUPPORT,JarvanIV,2,2,1.0
16.4,Lux,SUPPORT,Pyke,2,0,0.0
16.4,Lux,SUPPORT,Blitzcrank,2,0,0.0
16.4,Lux,SUPPORT,Rakan,2,2,1.0
16.4,Lux,SUPPORT,Mel,2,1,0.5
16.4,Lux,SUPPORT,Swain,2,0,0.0
16.4,Lux,SUPPORT,Pantheon,2,1,0.5
16.4,Lux,SUPPORT,Janna,2,0,0.0
16.4,Lux,SUPPORT,Bard,2,0,0.0
16.4,Lux,SUPPORT,Yuumi,1,1,1.0
16.4,Lux,SUPPORT,Braum,1,0,0.0
16.4,Lux,SUPPORT,Milio,1,0,0.0
16.4,Lux,SUPPORT,Zoe,1,1,1.0
16.4,Lux,SUPPORT,Thresh,1,1,1.0
16.4,Lux,SUPPORT,Anivia,1,1,1.0
16.4,Lux,SUPPORT,Maokai,1,1,1.0
16.4,Lux,SUPPORT,Zyra,1,0,0.0
16.4,Malphite,SUPPORT,Bard,1,0,0.0
16.4,Malphite,SUPPORT,Alistar,1,0,0.0
16.4,Malphite,SUPPORT,Nami,1,0,0.0
16.4,Malphite,SUPPORT,Rell,1,0,0.0
16.4,Maokai,SUPPORT,Sona,7,5,0.7143
16.4,Maokai,SUPPORT,Nami,6,4,0.6667
16.4,Maokai,SUPPORT,Bard,5,3,0.6
16.4,Maokai,SUPPORT,Rakan,5,3,0.6
16.4,Maokai,SUPPORT,Thresh,5,1,0.2
16.4,Maokai,SUPPORT,Blitzcrank,4,2,0.5
16.4,Maokai,SUPPORT,Nautilus,3,1,0.3333
16.4,Maokai,SUPPORT,Soraka,3,1,0.3333
16.4,Maokai,SUPPORT,Leona,2,0,0.0
16.4,Maokai,SUPPORT,Zyra,2,1,0.5
16.4,Maokai,SUPPORT,Lulu,2,1,0.5
16.4,Maokai,SUPPORT,Senna,2,1,0.5
16.4,Maokai,SUPPORT,Morgana,2,0,0.0
16.4,Maokai,SUPPORT,Karma,2,2,1.0
16.4,Maokai,SUPPORT,Taric,2,1,0.5
16.4,Maokai,SUPPORT,Velkoz,2,0,0.0
16.4,Maokai,SUPPORT,Milio,2,2,1.0
16.4,Maokai,SUPPORT,Pantheon,2,1,0.5
16.4,Maokai,SUPPORT,Yuumi,2,1,0.5
16.4,Maokai,SUPPORT,RekSai,1,0,0.0
16.4,Maokai,SUPPORT,Syndra,1,0,0.0
16.4,Maokai,SUPPORT,Braum,1,1,1.0
16.4,Maokai,SUPPORT,TahmKench,1,0,0.0
16.4,Maokai,SUPPORT,Neeko,1,0,0.0
16.4,Maokai,SUPPORT,Elise,1,1,1.0
16.4,Maokai,SUPPORT,Lux,1,0,0.0
16.4,Maokai,SUPPORT,Heimerdinger,1,0,0.0
16.4,Maokai,SUPPORT,Ashe,1,0,0.0
16.4,Maokai,SUPPORT,Zilean,1,1,1.0
16.4,Maokai,SUPPORT,Mel,1,1,1.0
16.4,MasterYi,SUPPORT,Seraphine,1,0,0.0
16.4,Mel,SUPPORT,Thresh,2,2,1.0
16.4,Mel,SUPPORT,Blitzcrank,2,2,1.0
16.4,Mel,SUPPORT,Nami,2,1,0.5
16.4,Mel,SUPPORT,Lux,2,1,0.5
16.4,Mel,SUPPORT,Taric,1,0,0.0
16.4,Mel,SUPPORT,Morgana,1,0,0.0
16.4,Mel,SUPPORT,Zyra,1,1,1.0
16.4,Mel,SUPPORT,Karma,1,1,1.0
16.4,Mel,SUPPORT,Pyke,1,1,1.0
16.4,Mel,SUPPORT,Seraphine,1,1,1.0
16.4,Mel,SUPPORT,Zilean,1,1,1.0
16.4,Mel,SUPPORT,Alistar,1,0,0.0
16.4,Mel,SUPPORT,Zoe,1,1,1.0
16.4,Mel,SUPPORT,Maokai,1,0,0.0
16.4,Milio,SUPPORT,Nami,16,8,0.5
16.4,Milio,SUPPORT,Karma,14,7,0.5
16.4,Milio,SUPPORT,Nautilus,11,3,0.2727
16.4,Milio,SUPPORT,Bard,9,6,0.6667
16.4,Milio,SUPPORT,Braum,8,4,0.5
16.4,Milio,SUPPORT,Lulu,7,5,0.7143
16.4,Milio,SUPPORT,Blitzcrank,6,3,0.5
16.4,Milio,SUPPORT,Senna,6,2,0.3333
16.4,Milio,SUPPORT,Soraka,5,3,0.6
16.4,Milio,SUPPORT,Sona,5,4,0.8
16.4,Milio,SUPPORT,Xerath,4,3,0.75
16.4,Milio,SUPPORT,Poppy,4,4,1.0
16.4,Milio,SUPPORT,Leona,4,1,0.25
16.4,Milio,SUPPORT,Rakan,4,2,0.5
16.4,Milio,SUPPORT,Pyke,4,2,0.5
16.4,Milio,SUPPORT,Amumu,3,1,0.3333
16.4,Milio,SUPPORT,Ashe,3,3,1.0
16.4,Milio,SUPPORT,Thresh,3,0,0.0
16.4,Milio,SUPPORT,Rell,3,1,0.3333
16.4,Milio,SUPPORT,Yuumi,3,2,0.6667
16.4,Milio,SUPPORT,Morgana,3,2,0.6667
16.4,Milio,SUPPORT,Renata,2,2,1.0
16.4,Milio,SUPPORT,Brand,2,2,1.0
16.4,Milio,SUPPORT,Maokai,2,0,0.0
16.4,Milio,SUPPORT,Velkoz,2,0,0.0
16.4,Milio,SUPPORT,Elise,1,1,1.0
16.4,Milio,SUPPORT,Twitch,1,0,0.0
16.4,Milio,SUPPORT,Leblanc,1,0,0.0
16.4,Milio,SUPPORT,Alistar,1,1,1.0
16.4,Milio,SUPPORT,Heimerdinger,1,1,1.0
16.4,Milio,SUPPORT,Seraphine,1,1,1.0
16.4,Milio,SUPPORT,Annie,1,1,1.0
16.4,Milio,SUPPORT,TahmKench,1,0,0.0
16.4,Milio,SUPPORT,Chogath,1,0,0.0
16.4,Milio,SUPPORT,Pantheon,1,1,1.0
16.4,Milio,SUPPORT,Lux,1,1,1.0
16.4,Milio,SUPPORT,Neeko,1,1,1.0
16.4,Milio,SUPPORT,Zac,1,1,1.0
16.4,Milio,SUPPORT,Jhin,1,1,1.0
16.4,Milio,SUPPORT,JarvanIV,1,1,1.0
16.4,Milio,SUPPORT,Zilean,1,1,1.0
16.4,Milio,SUPPORT,Galio,1,1,1.0
16.4,MissFortune,SUPPORT,Leblanc,1,0,0.0
16.4,MissFortune,SUPPORT,Lulu,1,0,0.0
16.4,MissFortune,SUPPORT,Karma,1,0,0.0
16.4,MissFortune,SUPPORT,Nami,1,0,0.0
16.4,MonkeyKing,SUPPORT,Nautilus,1,0,0.0
16.4,Mordekaiser,SUPPORT,Blitzcrank,1,0,0.0
16.4,Mordekaiser,SUPPORT,Karma,1,1,1.0
16.4,Morgana,SUPPORT,Nami,11,5,0.4545
16.4,Morgana,SUPPORT,Nautilus,9,3,0.3333
16.4,Morgana,SUPPORT,Thresh,9,5,0.5556
16.4,Morgana,SUPPORT,Leona,6,2,0.3333
16.4,Morgana,SUPPORT,Lux,5,3,0.6
16.4,Morgana,SUPPORT,Seraphine,4,1,0.25
16.4,Morgana,SUPPORT,Karma,3,0,0.0
16.4,Morgana,SUPPORT,Milio,3,1,0.3333
16.4,Morgana,SUPPORT,Braum,3,0,0.0
16.4,Morgana,SUPPORT,Blitzcrank,2,2,1.0
16.4,Morgana,SUPPORT,Shaco,2,0,0.0
16.4,Morgana,SUPPORT,Velkoz,2,2,1.0
16.4,Morgana,SUPPORT,Maokai,2,2,1.0
16.4,Morgana,SUPPORT,Amumu,2,1,0.5
16.4,Morgana,SUPPORT,Janna,2,2,1.0
16.4,Morgana,SUPPORT,Senna,2,1,0.5
16.4,Morgana,SUPPORT,Zoe,2,0,0.0
16.4,Morgana,SUPPORT,Soraka,2,2,1.0
16.4,Morgana,SUPPORT,Bard,2,1,0.5
16.4,Morgana,SUPPORT,Rakan,2,2,1.0
16.4,Morgana,SUPPORT,Alistar,1,1,1.0
16.4,Morgana,SUPPORT,Xerath,1,0,0.0
16.4,Morgana,SUPPORT,Zyra,1,0,0.0
16.4,Morgana,SUPPORT,Zilean,1,1,1.0
16.4,Morgana,SUPPORT,Mel,1,1,1.0
16.4,Morgana,SUPPORT,Pantheon,1,1,1.0
16.4,Morgana,SUPPORT,Rammus,1,1,1.0
16.4,Morgana,SUPPORT,Swain,1,1,1.0
16.4,Morgana,SUPPORT,TahmKench,1,1,1.0
16.4,Morgana,SUPPORT,Trundle,1,1,1.0
16.4,Morgana,SUPPORT,Teemo,1,1,1.0
16.4,Morgana,SUPPORT,Pyke,1,1,1.0
16.4,Morgana,SUPPORT,Neeko,1,1,1.0
16.4,Morgana,SUPPORT,Brand,1,0,0.0
16.4,Nami,SUPPORT,Sona,40,18,0.45
16.4,Nami,SUPPORT,Nautilus,37,17,0.4595
16.4,Nami,SUPPORT,Karma,37,22,0.5946
16.4,Nami,SUPPORT,Thresh,37,16,0.4324
16.4,Nami,SUPPORT,Lulu,35,18,0.5143
16.4,Nami,SUPPORT,Bard,21,10,0.4762
16.4,Nami,SUPPORT,Soraka,21,11,0.5238
16.4,Nami,SUPPORT,Yuumi,21,13,0.619
16.4,Nami,SUPPORT,Janna,18,13,0.7222
16.4,Nami,SUPPORT,Blitzcrank,17,10,0.5882
16.4,Nami,SUPPORT,Senna,17,7,0.4118
16.4,Nami,SUPPORT,Milio,16,8,0.5
16.4,Nami,SUPPORT,Seraphine,15,7,0.4667
16.4,Nami,SUPPORT,Braum,14,6,0.4286
16.4,Nami,SUPPORT,Zilean,14,7,0.5
16.4,Nami,SUPPORT,Pyke,12,8,0.6667
16.4,Nami,SUPPORT,Leona,12,3,0.25
16.4,Nami,SUPPORT,Alistar,11,5,0.4545
16.4,Nami,SUPPORT,Rakan,11,2,0.1818
16.4,Nami,SUPPORT,Morgana,11,6,0.5455
16.4,Nami,SUPPORT,Lux,8,3,0.375
16.4,Nami,SUPPORT,Neeko,6,4,0.6667
16.4,Nami,SUPPORT,Zyra,6,3,0.5
16.4,Nami,SUPPORT,Xerath,6,5,0.8333
16.4,Nami,SUPPORT,Maokai,6,2,0.3333
16.4,Nami,SUPPORT,Rell,5,1,0.2
16.4,Nami,SUPPORT,TahmKench,5,4,0.8
16.4,Nami,SUPPORT,Pantheon,5,3,0.6
16.4,Nami,SUPPORT,Shen,4,1,0.25
16.4,Nami,SUPPORT,Velkoz,4,2,0.5
16.4,Nami,SUPPORT,Brand,4,4,1.0
16.4,Nami,SUPPORT,Anivia,4,2,0.5
16.4,Nami,SUPPORT,Annie,4,2,0.5
16.4,Nami,SUPPORT,Zac,3,3,1.0
16.4,Nami,SUPPORT,Shaco,3,1,0.3333
16.4,Nami,SUPPORT,Ashe,3,3,1.0
16.4,Nami,SUPPORT,Elise,3,1,0.3333
16.4,Nami,SUPPORT,Quinn,3,1,0.3333
16.4,Nami,SUPPORT,Zoe,2,2,1.0
16.4,Nami,SUPPORT,Ornn,2,1,0.5
16.4,Nami,SUPPORT,Mel,2,1,0.5
16.4,Nami,SUPPORT,Galio,2,1,0.5
16.4,Nami,SUPPORT,Swain,2,1,0.5
16.4,Nami,SUPPORT,XinZhao,1,1,1.0
16.4,Nami,SUPPORT,Corki,1,0,0.0
16.4,Nami,SUPPORT,Poppy,1,0,0.0
16.4,Nami,SUPPORT,Qiyana,1,0,0.0
16.4,Nami,SUPPORT,Vex,1,0,0.0
16.4,Nami,SUPPORT,Gragas,1,0,0.0
16.4,Nami,SUPPORT,Amumu,1,0,0.0
16.4,Nami,SUPPORT,Hwei,1,1,1.0
16.4,Nami,SUPPORT,Rengar,1,0,0.0
16.4,Nami,SUPPORT,Renata,1,1,1.0
16.4,Nami,SUPPORT,Malphite,1,1,1.0
16.4,Nami,SUPPORT,Chogath,1,0,0.0
16.4,Nami,SUPPORT,MissFortune,1,1,1.0
16.4,Nami,SUPPORT,Teemo,1,1,1.0
16.4,Nami,SUPPORT,Sett,1,1,1.0
16.4,Nautilus,SUPPORT,Nami,37,20,0.5405
16.4,Nautilus,SUPPORT,Thresh,20,10,0.5
16.4,Nautilus,SUPPORT,Karma,18,9,0.5
16.4,Nautilus,SUPPORT,Braum,13,6,0.4615
16.4,Nautilus,SUPPORT,Soraka,13,3,0.2308
16.4,Nautilus,SUPPORT,Milio,11,8,0.7273
16.4,Nautilus,SUPPORT,Alistar,11,5,0.4545
16.4,Nautilus,SUPPORT,Rell,11,5,0.4545
16.4,Nautilus,SUPPORT,Morgana,9,6,0.6667
16.4,Nautilus,SUPPORT,Janna,8,4,0.5
16.4,Nautilus,SUPPORT,Sona,8,3,0.375
16.4,Nautilus,SUPPORT,Bard,8,5,0.625
16.4,Nautilus,SUPPORT,Lulu,7,1,0.1429
16.4,Nautilus,SUPPORT,Yuumi,7,5,0.7143
16.4,Nautilus,SUPPORT,Leona,6,3,0.5
16.4,Nautilus,SUPPORT,Brand,6,3,0.5
16.4,Nautilus,SUPPORT,Rakan,6,4,0.6667
16.4,Nautilus,SUPPORT,Seraphine,6,1,0.1667
16.4,Nautilus,SUPPORT,Taric,5,3,0.6
16.4,Nautilus,SUPPORT,Pyke,5,3,0.6
16.4,Nautilus,SUPPORT,Senna,5,4,0.8
16.4,Nautilus,SUPPORT,Lux,4,3,0.75
16.4,Nautilus,SUPPORT,Swain,4,3,0.75
16.4,Nautilus,SUPPORT,Velkoz,4,2,0.5
16.4,Nautilus,SUPPORT,Renata,3,1,0.3333
16.4,Nautilus,SUPPORT,Zilean,3,2,0.6667
16.4,Nautilus,SUPPORT,Maokai,3,2,0.6667
16.4,Nautilus,SUPPORT,Anivia,2,2,1.0
16.4,Nautilus,SUPPORT,TahmKench,2,1,0.5
16.4,Nautilus,SUPPORT,Trundle,2,1,0.5
16.4,Nautilus,SUPPORT,Blitzcrank,2,2,1.0
16.4,Nautilus,SUPPORT,Neeko,2,0,0.0
16.4,Nautilus,SUPPORT,JarvanIV,2,1,0.5
16.4,Nautilus,SUPPORT,Zyra,2,1,0.5
16.4,Nautilus,SUPPORT,Vex,1,1,1.0
16.4,Nautilus,SUPPORT,Teemo,1,1,1.0
16.4,Nautilus,SUPPORT,Fizz,1,1,1.0
16.4,Nautilus,SUPPORT,MonkeyKing,1,1,1.0
16.4,Nautilus,SUPPORT,Leblanc,1,0,0.0
16.4,Nautilus,SUPPORT,Sett,1,1,1.0
16.4,Nautilus,SUPPORT,Zed,1,1,1.0
16.4,Nautilus,SUPPORT,Pantheon,1,0,0.0
16.4,Nautilus,SUPPORT,Galio,1,1,1.0
16.4,Nautilus,SUPPORT,Elise,1,0,0.0
16.4,Nautilus,SUPPORT,Ornn,1,1,1.0
16.4,Nautilus,SUPPORT,Poppy,1,1,1.0
16.4,Nautilus,SUPPORT,Kennen,1,1,1.0
16.4,Nautilus,SUPPORT,Zac,1,1,1.0
16.4,Nautilus,SUPPORT,Amumu,1,1,1.0
16.4,Nautilus,SUPPORT,Zoe,1,1,1.0
16.4,Nautilus,SUPPORT,Qiyana,1,1,1.0
16.4,Nautilus,SUPPORT,Veigar,1,1,1.0
16.4,Nautilus,SUPPORT,Akshan,1,0,0.0
16.4,Nautilus,SUPPORT,Camille,1,0,0.0
16.4,Nautilus,SUPPORT,Xerath,1,0,0.0
16.4,Nautilus,SUPPORT,Shen,1,1,1.0
16.4,Nautilus,SUPPORT,Nunu,1,0,0.0
16.4,Nautilus,SUPPORT,Heimerdinger,1,0,0.0
16.4,Neeko,SUPPORT,Nami,6,2,0.3333
16.4,Neeko,SUPPORT,Thresh,6,5,0.8333
16.4,Neeko,SUPPORT,Karma,5,3,0.6
16.4,Neeko,SUPPORT,Sona,4,3,0.75
16.4,Neeko,SUPPORT,Bard,4,1,0.25
16.4,Neeko,SUPPORT,Braum,3,1,0.3333
16.4,Neeko,SUPPORT,Lulu,3,3,1.0
16.4,Neeko,SUPPORT,Pyke,3,0,0.0
16.4,Neeko,SUPPORT,Leona,3,0,0.0
16.4,Neeko,SUPPORT,FiddleSticks,2,1,0.5
16.4,Neeko,SUPPORT,Poppy,2,1,0.5
16.4,Neeko,SUPPORT,Shaco,2,1,0.5
16.4,Neeko,SUPPORT,Zilean,2,1,0.5
16.4,Neeko,SUPPORT,Yuumi,2,0,0.0
16.4,Neeko,SUPPORT,Rakan,2,1,0.5
16.4,Neeko,SUPPORT,Nautilus,2,2,1.0
16.4,Neeko,SUPPORT,Senna,2,2,1.0
16.4,Neeko,SUPPORT,Annie,1,1,1.0
16.4,Neeko,SUPPORT,Rell,1,1,1.0
16.4,Neeko,SUPPORT,Zyra,1,1,1.0
16.4,Neeko,SUPPORT,Taric,1,1,1.0
16.4,Neeko,SUPPORT,Sylas,1,0,0.0
16.4,Neeko,SUPPORT,Hwei,1,0,0.0
16.4,Neeko,SUPPORT,Zoe,1,0,0.0
16.4,Neeko,SUPPORT,Alistar,1,1,1.0
16.4,Neeko,SUPPORT,Brand,1,0,0.0
16.4,Neeko,SUPPORT,Ashe,1,0,0.0
16.4,Neeko,SUPPORT,Milio,1,0,0.0
16.4,Neeko,SUPPORT,Maokai,1,1,1.0
16.4,Neeko,SUPPORT,Morgana,1,0,0.0
16.4,Neeko,SUPPORT,Xerath,1,0,0.0
16.4,Neeko,SUPPORT,Seraphine,1,1,1.0
16.4,Neeko,SUPPORT,TahmKench,1,1,1.0
16.4,Nidalee,SUPPORT,Poppy,1,0,0.0
16.4,Nidalee,SUPPORT,Karma,1,1,1.0
16.4,Nidalee,SUPPORT,Thresh,1,1,1.0
16.4,Nunu,SUPPORT,Seraphine,1,1,1.0
16.4,Nunu,SUPPORT,Nautilus,1,1,1.0
16.4,Nunu,SUPPORT,Karma,1,0,0.0
16.4,Nunu,SUPPORT,Senna,1,1,1.0
16.4,Olaf,SUPPORT,Shen,1,1,1.0
16.4,Orianna,SUPPORT,Yuumi,1,0,0.0
16.4,Ornn,SUPPORT,Nami,2,1,0.5
16.4,Ornn,SUPPORT,Nautilus,1,0,0.0
16.4,Ornn,SUPPORT,Lulu,1,1,1.0
16.4,Ornn,SUPPORT,Janna,1,1,1.0
16.4,Pantheon,SUPPORT,Nami,5,2,0.4
16.4,Pantheon,SUPPORT,Braum,5,3,0.6
16.4,Pantheon,SUPPORT,Senna,3,1,0.3333
16.4,Pantheon,SUPPORT,Karma,3,0,0.0
16.4,Pantheon,SUPPORT,Seraphine,3,1,0.3333
16.4,Pantheon,SUPPORT,Janna,3,2,0.6667
16.4,Pantheon,SUPPORT,Lulu,3,1,0.3333
16.4,Pantheon,SUPPORT,Sona,2,2,1.0
16.4,Pantheon,SUPPORT,Bard,2,2,1.0
16.4,Pantheon,SUPPORT,Blitzcrank,2,1,0.5
16.4,Pantheon,SUPPORT,Yuumi,2,0,0.0
16.4,Pantheon,SUPPORT,Leona,2,0,0.0
16.4,Pantheon,SUPPORT,Thresh,2,0,0.0
16.4,Pantheon,SUPPORT,Rakan,2,2,1.0
16.4,Pantheon,SUPPORT,Pyke,2,0,0.0
16.4,Pantheon,SUPPORT,Maokai,2,1,0.5
16.4,Pantheon,SUPPORT,Lux,2,1,0.5
16.4,Pantheon,SUPPORT,Alistar,2,0,0.0
16.4,Pantheon,SUPPORT,Soraka,1,1,1.0
16.4,Pantheon,SUPPORT,Veigar,1,1,1.0
16.4,Pantheon,SUPPORT,Poppy,1,1,1.0
16.4,Pantheon,SUPPORT,Nautilus,1,1,1.0
16.4,Pantheon,SUPPORT,Zed,1,1,1.0
16.4,Pantheon,SUPPORT,Morgana,1,0,0.0
16.4,Pantheon,SUPPORT,Camille,1,1,1.0
16.4,Pantheon,SUPPORT,Milio,1,0,0.0
16.4,Pantheon,SUPPORT,Ashe,1,1,1.0
16.4,Pantheon,SUPPORT,Shen,1,0,0.0
16.4,Pantheon,SUPPORT,Annie,1,0,0.0
16.4,Pantheon,SUPPORT,Zilean,1,0,0.0
16.4,Poppy,SUPPORT,Thresh,5,3,0.6
16.4,Poppy,SUPPORT,Milio,4,0,0.0
16.4,Poppy,SUPPORT,Janna,4,2,0.5
16.4,Poppy,SUPPORT,Lulu,3,3,1.0
16.4,Poppy,SUPPORT,Rell,3,2,0.6667
16.4,Poppy,SUPPORT,Neeko,2,1,0.5
16.4,Poppy,SUPPORT,Braum,2,0,0.0
16.4,Poppy,SUPPORT,Leona,2,1,0.5
16.4,Poppy,SUPPORT,Pyke,2,1,0.5
16.4,Poppy,SUPPORT,Rakan,2,1,0.5
16.4,Poppy,SUPPORT,Zilean,1,1,1.0
16.4,Poppy,SUPPORT,Pantheon,1,0,0.0
16.4,Poppy,SUPPORT,Nami,1,1,1.0
16.4,Poppy,SUPPORT,Nautilus,1,0,0.0
16.4,Poppy,SUPPORT,Nidalee,1,1,1.0
16.4,Poppy,SUPPORT,Alistar,1,0,0.0
16.4,Poppy,SUPPORT,Sona,1,0,0.0
16.4,Poppy,SUPPORT,Amumu,1,0,0.0
16.4,Poppy,SUPPORT,Camille,1,1,1.0
16.4,Poppy,SUPPORT,Karma,1,1,1.0
16.4,Poppy,SUPPORT,Swain,1,1,1.0
16.4,Pyke,SUPPORT,Nami,12,4,0.3333
16.4,Pyke,SUPPORT,Thresh,9,2,0.2222
16.4,Pyke,SUPPORT,Karma,9,3,0.3333
16.4,Pyke,SUPPORT,Braum,7,4,0.5714
16.4,Pyke,SUPPORT,Bard,6,2,0.3333
16.4,Pyke,SUPPORT,Nautilus,5,2,0.4
16.4,Pyke,SUPPORT,Soraka,5,3,0.6
