patch,champion,role,games,winrate
16.10,Viktor,MID,24,0.4167
16.10,Vladimir,MID,23,0.6087
16.10,TwistedFate,MID,22,0.6364
16.10,Ahri,MID,21,0.5714
16.10,Yone,MID,21,0.4762
16.10,Sylas,MID,21,0.5238
16.10,Akali,MID,21,0.5238
16.10,Malzahar,MID,20,0.4
16.10,Riven,MID,19,0.6316
16.10,Orianna,MID,18,0.3889
16.10,Zed,MID,18,0.5
16.10,Katarina,MID,17,0.4706
16.10,Ekko,MID,17,0.5294
16.10,Galio,MID,16,0.5625
16.10,Lissandra,MID,16,0.4375
16.10,Fizz,MID,15,0.5333
16.10,Hwei,MID,14,0.4286
16.10,Aurora,MID,12,0.4167
16.10,Syndra,MID,12,0.5
16.10,Taliyah,MID,12,0.6667
16.10,Xerath,MID,12,0.5833
16.10,Lux,MID,11,0.4545
16.10,Vex,MID,10,0.4
16.10,Veigar,MID,10,0.6
16.10,Ryze,MID,10,0.4
16.10,Diana,MID,9,0.6667
16.10,Jayce,MID,8,0.625
16.10,Irelia,MID,8,0.625
16.10,Anivia,MID,8,0.5
16.10,Zoe,MID,8,0.375
16.10,Azir,MID,7,0.7143
16.10,Mel,MID,7,0.4286
16.10,Qiyana,MID,7,0.2857
16.10,Kassadin,MID,6,0.6667
16.10,Talon,MID,6,0.6667
16.10,Naafiri,MID,6,0.5
16.10,Nasus,MID,6,0.6667
16.10,Swain,MID,6,0.5
16.10,Annie,MID,5,0.4
16.10,Chogath,MID,5,0.4
16.10,Pantheon,MID,4,0.75
16.10,Smolder,MID,4,0.5
16.10,Malphite,MID,4,0.75
16.10,Garen,MID,4,0.5
16.10,AurelionSol,MID,4,0.0
16.10,Akshan,MID,4,0.75
16.10,Kayle,MID,4,0.0
16.10,Cassiopeia,MID,4,1.0
16.10,XinZhao,MID,4,1.0
16.10,Velkoz,MID,3,0.6667
16.10,Leblanc,MID,3,1.0
16.10,Renekton,MID,2,0.0
16.10,Seraphine,MID,2,0.0
16.10,Morgana,MID,2,0.0
16.10,MasterYi,MID,2,0.0
16.10,Viego,MID,2,0.5
16.10,Udyr,MID,2,0.0
16.10,Quinn,MID,2,0.5
16.10,Zilean,MID,2,0.0
16.10,Caitlyn,MID,2,0.0
16.10,Tryndamere,MID,2,0.0
16.10,Poppy,MID,2,0.0
16.10,Gwen,MID,1,1.0
16.10,Twitch,MID,1,0.0
16.10,Kled,MID,1,0.0
16.10,Teemo,MID,1,1.0
16.10,Karma,MID,1,0.0
16.10,MonkeyKing,MID,1,1.0
16.10,MissFortune,MID,1,0.0
16.10,Brand,MID,1,0.0
16.10,Sivir,MID,1,0.0
16.10,Heimerdinger,MID,1,0.0
16.10,Ezreal,MID,1,0.0
16.10,Yorick,MID,1,1.0
16.10,Corki,MID,1,0.0
16.10,Shyvana,MID,1,0.0
16.10,Ambessa,MID,1,0.0
16.10,Vayne,MID,1,0.0
16.10,Illaoi,MID,1,1.0
16.10,Rumble,MID,1,0.0
16.10,Sion,MID,1,1.0
16.10,Camille,MID,1,1.0
16.10,Nocturne,MID,1,1.0
16.10,Gragas,MID,1,0.0
16.10,Urgot,MID,1,1.0
16.10,Karthus,MID,1,0.0
16.10,Rengar,MID,1,0.0
16.10,Briar,MID,1,0.0
16.10,Draven,MID,1,1.0
16.10,Ziggs,MID,1,1.0
16.10,Nami,SUPPORT,51,0.5686
16.10,Bard,SUPPORT,44,0.4318
16.10,Karma,SUPPORT,44,0.4545
16.10,Seraphine,SUPPORT,38,0.5526
16.10,Thresh,SUPPORT,37,0.6216
16.10,Nautilus,SUPPORT,34,0.5
16.10,Senna,SUPPORT,34,0.4706
16.10,Sona,SUPPORT,25,0.4
16.10,Pyke,SUPPORT,25,0.48
16.10,Lulu,SUPPORT,23,0.4783
16.10,Leona,SUPPORT,20,0.65
16.10,Milio,SUPPORT,18,0.5556
16.10,Rell,SUPPORT,17,0.6471
16.10,Rakan,SUPPORT,15,0.6
16.10,Velkoz,SUPPORT,14,0.5714
16.10,Janna,SUPPORT,13,0.5385
16.10,Braum,SUPPORT,13,0.6154
16.10,Soraka,SUPPORT,11,0.3636
16.10,Lux,SUPPORT,11,0.6364
16.10,Zyra,SUPPORT,11,0.5455
16.10,Blitzcrank,SUPPORT,10,0.3
16.10,Alistar,SUPPORT,10,0.3
16.10,Yuumi,SUPPORT,10,0.2
16.10,Zilean,SUPPORT,9,0.6667
16.10,Neeko,SUPPORT,8,0.625
16.10,Morgana,SUPPORT,7,0.1429
16.10,TahmKench,SUPPORT,7,0.7143
16.10,Swain,SUPPORT,7,0.1429
16.10,Xerath,SUPPORT,6,0.3333
16.10,Renata,SUPPORT,5,0.6
16.10,Maokai,SUPPORT,5,0.4
16.10,Brand,SUPPORT,4,0.5
16.10,Poppy,SUPPORT,4,0.5
16.10,Taric,SUPPORT,3,0.6667
16.10,Sylas,SUPPORT,3,0.6667
16.10,Pantheon,SUPPORT,3,1.0
16.10,Mel,SUPPORT,3,0.3333
16.10,Ashe,SUPPORT,3,0.3333
16.10,Zoe,SUPPORT,3,0.3333
16.10,Skarner,SUPPORT,3,0.3333
16.10,Galio,SUPPORT,2,0.5
16.10,Anivia,SUPPORT,2,0.5
16.10,Amumu,SUPPORT,2,1.0
16.10,Leblanc,SUPPORT,2,0.5
16.10,Akali,SUPPORT,1,0.0
16.10,Teemo,SUPPORT,1,0.0
16.10,Shaco,SUPPORT,1,0.0
16.10,Twitch,SUPPORT,1,0.0
16.10,Elise,SUPPORT,1,0.0
16.10,Annie,SUPPORT,1,1.0
16.10,Heimerdinger,SUPPORT,1,0.0
16.10,Vi,SUPPORT,1,0.0
16.10,Qiyana,SUPPORT,1,1.0
16.10,Ezreal,SUPPORT,1,1.0
16.10,Rumble,SUPPORT,1,0.0
16.10,JarvanIV,SUPPORT,1,0.0
16.10,Nasus,SUPPORT,1,0.0
16.10,Shen,SUPPORT,1,1.0
16.10,Katarina,SUPPORT,1,0.0
16.10,Gragas,SUPPORT,1,0.0
16.10,Jax,SUPPORT,1,0.0
16.10,Veigar,SUPPORT,1,1.0
16.10,MasterYi,SUPPORT,1,0.0
16.10,Malphite,TOP,39,0.641
16.10,Garen,TOP,39,0.5641
16.10,Gragas,TOP,23,0.3913
16.10,Yasuo,TOP,21,0.5714
16.10,Yone,TOP,18,0.3889
16.10,Jax,TOP,18,0.3889
16.10,Sion,TOP,18,0.3889
16.10,Renekton,TOP,16,0.4375
16.10,Darius,TOP,16,0.375
16.10,Ambessa,TOP,15,0.4
16.10,Irelia,TOP,14,0.5
16.10,Mordekaiser,TOP,14,0.4286
16.10,Ornn,TOP,14,0.4286
16.10,Sett,TOP,13,0.4615
16.10,KSante,TOP,13,0.4615
16.10,Teemo,TOP,13,0.6923
16.10,Fiora,TOP,13,0.3077
16.10,Vayne,TOP,13,0.7692
16.10,Shen,TOP,12,0.5
16.10,Gnar,TOP,12,0.4167
16.10,Vladimir,TOP,12,0.6667
16.10,Riven,TOP,12,0.5833
16.10,Kennen,TOP,11,0.6364
16.10,Aatrox,TOP,11,0.4545
16.10,Zaahen,TOP,11,0.1818
16.10,Urgot,TOP,11,0.4545
16.10,DrMundo,TOP,10,0.4
16.10,Jayce,TOP,10,0.4
16.10,Anivia,TOP,10,0.9
16.10,Singed,TOP,9,0.3333
16.10,XinZhao,TOP,9,0.4444
16.10,Gwen,TOP,8,0.75
16.10,Camille,TOP,8,0.375
16.10,Kayle,TOP,8,0.5
16.10,Rumble,TOP,8,0.625
16.10,Gangplank,TOP,7,0.4286
16.10,Nasus,TOP,6,0.5
16.10,Akali,TOP,6,0.6667
16.10,Warwick,TOP,6,0.5
16.10,Chogath,TOP,5,0.8
16.10,TahmKench,TOP,5,0.4
16.10,Naafiri,TOP,5,0.8
16.10,Varus,TOP,5,0.2
16.10,Pantheon,TOP,4,0.75
16.10,Aurora,TOP,4,0.25
16.10,Trundle,TOP,4,0.5
16.10,Shyvana,TOP,4,1.0
16.10,MasterYi,TOP,4,0.5
16.10,Yorick,TOP,4,0.25
16.10,Olaf,TOP,4,0.75
16.10,Zilean,TOP,3,0.3333
16.10,Ryze,TOP,3,0.3333
16.10,Volibear,TOP,3,0.3333
16.10,Malzahar,TOP,3,1.0
16.10,Kled,TOP,3,0.3333
16.10,Zed,TOP,3,0.6667
16.10,Poppy,TOP,2,0.5
16.10,Sylas,TOP,2,0.0
16.10,Quinn,TOP,2,1.0
16.10,Heimerdinger,TOP,2,1.0
16.10,Swain,TOP,2,0.5
16.10,Sejuani,TOP,2,0.5
16.10,Viktor,TOP,2,0.0
16.10,MonkeyKing,TOP,2,0.0
16.10,Skarner,TOP,2,0.5
16.10,TwistedFate,TOP,2,1.0
16.10,Akshan,TOP,1,0.0
16.10,Soraka,TOP,1,0.0
16.10,Illaoi,TOP,1,0.0
16.10,Morgana,TOP,1,1.0
16.10,Ekko,TOP,1,0.0
16.10,Udyr,TOP,1,0.0
16.10,Alistar,TOP,1,0.0
16.10,Kassadin,TOP,1,1.0
16.10,Zoe,TOP,1,0.0
16.10,Zac,TOP,1,1.0
16.10,Yuumi,TOP,1,0.0
16.10,Vi,TOP,1,0.0
16.10,Kayn,TOP,1,0.0
16.10,Khazix,TOP,1,0.0
16.10,Ziggs,TOP,1,1.0
16.10,FiddleSticks,TOP,1,1.0
16.10,Talon,TOP,1,1.0
16.10,Katarina,TOP,1,1.0
16.10,Mel,TOP,1,0.0
16.10,Azir,TOP,1,1.0
16.10,AurelionSol,TOP,1,0.0
16.10,Smolder,TOP,1,1.0
16.10,Kalista,TOP,1,0.0
16.10,Ezreal,TOP,1,1.0
16.10,Ahri,TOP,1,1.0
16.11,Senna,BOT,30,0.5333
16.11,Ezreal,BOT,26,0.4615
16.11,Jinx,BOT,23,0.3913
16.11,Caitlyn,BOT,22,0.5909
16.11,Ashe,BOT,21,0.5238
16.11,Jhin,BOT,19,0.2632
16.11,Kaisa,BOT,17,0.5294
16.11,Vayne,BOT,16,0.5625
16.11,Zeri,BOT,14,0.5
16.11,MissFortune,BOT,11,0.5455
16.11,Smolder,BOT,11,0.4545
16.11,Lucian,BOT,11,0.5455
16.11,Brand,BOT,10,0.7
16.11,Tristana,BOT,9,0.4444
16.11,Seraphine,BOT,8,0.5
16.11,Sivir,BOT,8,0.125
16.11,Aphelios,BOT,7,0.7143
16.11,Lux,BOT,7,0.7143
16.11,Xayah,BOT,7,0.5714
16.11,Yunara,BOT,6,0.5
16.11,Twitch,BOT,6,0.5
16.11,Varus,BOT,6,0.3333
16.11,Xerath,BOT,5,0.6
16.11,Draven,BOT,5,0.2
16.11,Mel,BOT,5,0.6
16.11,Hwei,BOT,4,0.5
16.11,Zyra,BOT,4,1.0
16.11,Karthus,BOT,4,0.25
16.11,Samira,BOT,4,0.25
16.11,Vladimir,BOT,4,0.75
16.11,Corki,BOT,3,0.0
16.11,Yasuo,BOT,3,0.6667
16.11,Swain,BOT,3,1.0
16.11,Ziggs,BOT,2,0.5
16.11,KogMaw,BOT,2,0.5
16.11,Syndra,BOT,2,0.5
16.11,AurelionSol,BOT,2,0.5
16.11,Veigar,BOT,2,0.5
16.11,Riven,BOT,2,0.0
16.11,Aurora,BOT,1,0.0
16.11,Yone,BOT,1,0.0
16.11,Anivia,BOT,1,1.0
16.11,Ahri,BOT,1,0.0
16.11,Taliyah,BOT,1,1.0
16.11,TwistedFate,BOT,1,0.0
16.11,Ekko,BOT,1,1.0
16.11,Velkoz,BOT,1,1.0
16.11,Heimerdinger,BOT,1,0.0
16.11,LeeSin,BOT,1,1.0
16.11,Mordekaiser,BOT,1,0.0
16.11,Sion,BOT,1,1.0
16.11,Fiora,BOT,1,1.0
16.11,Akshan,BOT,1,1.0
16.11,Nilah,BOT,1,1.0
16.11,LeeSin,JUNGLE,20,0.45
16.11,Talon,JUNGLE,18,0.6667
16.11,JarvanIV,JUNGLE,18,0.4444
16.11,Nocturne,JUNGLE,17,0.5882
16.11,Diana,JUNGLE,14,0.5
16.11,Graves,JUNGLE,14,0.7857
16.11,Khazix,JUNGLE,12,0.3333
16.11,MasterYi,JUNGLE,11,0.4545
16.11,Hecarim,JUNGLE,11,0.6364
16.11,Kayn,JUNGLE,11,0.3636
16.11,Nidalee,JUNGLE,10,0.4
16.11,Viego,JUNGLE,9,0.7778
16.11,Kindred,JUNGLE,9,0.4444
16.11,Rengar,JUNGLE,9,0.3333
16.11,RekSai,JUNGLE,9,0.5556
16.11,MonkeyKing,JUNGLE,8,0.75
16.11,Shaco,JUNGLE,8,0.625
16.11,Shyvana,JUNGLE,8,0.375
16.11,Ekko,JUNGLE,8,0.125
16.11,Elise,JUNGLE,7,0.5714
16.11,Amumu,JUNGLE,7,0.7143
16.11,Karthus,JUNGLE,7,0.4286
16.11,Sylas,JUNGLE,6,0.5
16.11,Udyr,JUNGLE,6,0.3333
16.11,Belveth,JUNGLE,6,0.8333
16.11,Lillia,JUNGLE,5,0.8
16.11,Taliyah,JUNGLE,5,0.2
16.11,Vi,JUNGLE,5,0.8
16.11,Quinn,JUNGLE,5,0.6
16.11,Naafiri,JUNGLE,5,0.4
16.11,Warwick,JUNGLE,4,0.5
16.11,Jax,JUNGLE,4,0.25
16.11,Nunu,JUNGLE,4,0.25
16.11,Ambessa,JUNGLE,4,0.25
16.11,Evelynn,JUNGLE,4,0.5
16.11,Zac,JUNGLE,3,0.3333
16.11,Sejuani,JUNGLE,3,0.3333
16.11,Darius,JUNGLE,3,0.3333
16.11,Qiyana,JUNGLE,3,0.6667
16.11,Skarner,JUNGLE,3,0.6667
16.11,Nasus,JUNGLE,3,0.0
16.11,Briar,JUNGLE,3,1.0
16.11,FiddleSticks,JUNGLE,3,0.3333
16.11,XinZhao,JUNGLE,3,0.6667
16.11,Volibear,JUNGLE,3,0.6667
16.11,Aatrox,JUNGLE,2,0.5
16.11,Zaahen,JUNGLE,2,0.0
16.11,Gwen,JUNGLE,2,1.0
16.11,Malphite,JUNGLE,2,0.5
16.11,Zyra,JUNGLE,2,0.5
16.11,Morgana,JUNGLE,2,0.5
16.11,Draven,JUNGLE,1,1.0
16.11,Pantheon,JUNGLE,1,0.0
16.11,DrMundo,JUNGLE,1,0.0
16.11,Jayce,JUNGLE,1,0.0
16.11,Rammus,JUNGLE,1,0.0
16.11,Ivern,JUNGLE,1,0.0
16.11,Chogath,JUNGLE,1,0.0
16.11,Brand,JUNGLE,1,0.0
16.11,Teemo,JUNGLE,1,0.0
16.11,Olaf,JUNGLE,1,0.0
16.11,Zed,JUNGLE,1,0.0
16.11,Galio,JUNGLE,1,0.0
16.11,Fizz,JUNGLE,1,1.0
16.11,Poppy,JUNGLE,1,1.0
16.11,Singed,JUNGLE,1,0.0
16.11,Gragas,JUNGLE,1,1.0
16.11,Riven,MID,40,0.575
16.11,Akshan,MID,20,0.7
16.11,Ekko,MID,19,0.6316
16.11,Ahri,MID,16,0.5625
16.11,Yasuo,MID,14,0.7143
16.11,Orianna,MID,10,0.7
16.11,Zed,MID,9,0.3333
16.11,Anivia,MID,9,0.3333
16.11,Lissandra,MID,9,0.3333
16.11,TwistedFate,MID,9,0.6667
16.11,Viktor,MID,9,0.3333
16.11,Malzahar,MID,9,0.6667
16.11,Vladimir,MID,8,0.75
16.11,Sylas,MID,8,0.5
16.11,Akali,MID,8,0.625
16.11,Ryze,MID,7,0.2857
16.11,Fizz,MID,7,0.4286
16.11,Katarina,MID,7,0.1429
16.11,Cassiopeia,MID,6,0.3333
16.11,Aurora,MID,6,0.3333
16.11,Galio,MID,6,0.3333
16.11,Chogath,MID,6,0.1667
16.11,Vex,MID,6,0.6667
16.11,Hwei,MID,6,0.3333
16.11,Xerath,MID,5,0.6
16.11,Zoe,MID,5,0.6
16.11,Lux,MID,5,0.2
16.11,Talon,MID,5,0.2
16.11,Leblanc,MID,4,0.75
16.11,Syndra,MID,4,0.75
16.11,Ambessa,MID,4,0.5
16.11,Brand,MID,4,0.5
16.11,Diana,MID,4,0.25
16.11,Malphite,MID,3,0.0
16.11,Mel,MID,3,0.3333
16.11,Yone,MID,3,1.0
16.11,Taliyah,MID,3,0.6667
16.11,Annie,MID,3,0.0
16.11,Veigar,MID,3,0.6667
16.11,Kayle,MID,3,0.0
16.11,Pantheon,MID,2,1.0
16.11,Qiyana,MID,2,0.0
16.11,Azir,MID,2,0.0
16.11,Corki,MID,2,0.5
16.11,Garen,MID,2,0.5
16.11,Kassadin,MID,2,0.5
16.11,Smolder,MID,2,0.0
16.11,Gangplank,MID,2,0.5
16.11,Gragas,MID,2,0.5
16.11,Graves,MID,1,0.0
16.11,Rumble,MID,1,0.0
16.11,Urgot,MID,1,1.0
16.11,Ziggs,MID,1,1.0
16.11,Tristana,MID,1,0.0
16.11,Morgana,MID,1,0.0
16.11,Zilean,MID,1,1.0
16.11,KogMaw,MID,1,1.0
16.11,Zyra,MID,1,0.0
16.11,Karthus,MID,1,0.0
16.11,Tryndamere,MID,1,0.0
16.11,Lucian,MID,1,0.0
16.11,Gwen,MID,1,0.0
16.11,XinZhao,MID,1,1.0
16.11,Khazix,MID,1,1.0
16.11,Jayce,MID,1,0.0
16.11,Sejuani,MID,1,0.0
16.11,Viego,MID,1,1.0
16.11,Irelia,MID,1,0.0
16.11,Velkoz,MID,1,1.0
16.11,Varus,MID,1,0.0
16.11,MissFortune,MID,1,1.0
16.11,Naafiri,MID,1,0.0
16.11,Neeko,MID,1,0.0
16.11,Ezreal,MID,1,1.0
16.11,Sion,MID,1,1.0
16.11,Poppy,MID,1,0.0
16.11,Aatrox,MID,1,1.0
16.11,DrMundo,MID,1,1.0
16.11,Pyke,MID,1,1.0
16.11,Zaahen,MID,1,0.0
16.11,TahmKench,MID,1,1.0
16.11,Warwick,MID,1,1.0
16.11,Thresh,SUPPORT,27,0.4074
16.11,Bard,SUPPORT,26,0.6923
16.11,Nautilus,SUPPORT,20,0.65
16.11,Seraphine,SUPPORT,20,0.6
16.11,Leona,SUPPORT,20,0.45
16.11,Sona,SUPPORT,16,0.5
16.11,Nami,SUPPORT,15,0.6
16.11,Senna,SUPPORT,14,0.5
16.11,Milio,SUPPORT,13,0.4615
16.11,Janna,SUPPORT,12,0.3333
16.11,Lulu,SUPPORT,11,0.5455
16.11,Pyke,SUPPORT,10,0.7
16.11,Alistar,SUPPORT,10,0.5
16.11,Braum,SUPPORT,10,0.3
16.11,Soraka,SUPPORT,9,0.5556
16.11,Rell,SUPPORT,9,0.6667
16.11,Rakan,SUPPORT,8,0.25
16.11,Karma,SUPPORT,8,0.625
16.11,Blitzcrank,SUPPORT,8,0.625
16.11,Velkoz,SUPPORT,7,0.2857
16.11,Zyra,SUPPORT,6,0.5
16.11,Maokai,SUPPORT,6,0.3333
16.11,Zoe,SUPPORT,6,0.6667
16.11,Zilean,SUPPORT,5,0.4
16.11,Galio,SUPPORT,5,0.6
16.11,Renata,SUPPORT,5,0.6
16.11,Pantheon,SUPPORT,5,0.6
16.11,Anivia,SUPPORT,4,0.0
16.11,Lux,SUPPORT,4,0.75
16.11,Yuumi,SUPPORT,4,0.75
16.11,Poppy,SUPPORT,4,0.25
16.11,Morgana,SUPPORT,4,0.5
16.11,Shen,SUPPORT,4,0.5
16.11,Amumu,SUPPORT,2,0.5
16.11,Elise,SUPPORT,2,0.5
16.11,Xerath,SUPPORT,2,0.0
16.11,Orianna,SUPPORT,2,0.0
16.11,Skarner,SUPPORT,1,0.0
16.11,Hwei,SUPPORT,1,0.0
16.11,LeeSin,SUPPORT,1,1.0
16.11,Jax,SUPPORT,1,0.0
16.11,Taric,SUPPORT,1,0.0
16.11,Sylas,SUPPORT,1,0.0
16.11,TwistedFate,SUPPORT,1,0.0
16.11,TahmKench,SUPPORT,1,0.0
16.11,Zac,SUPPORT,1,0.0
16.11,Qiyana,SUPPORT,1,0.0
16.11,XinZhao,SUPPORT,1,1.0
16.11,Ekko,SUPPORT,1,0.0
16.11,Shaco,SUPPORT,1,0.0
16.11,Aatrox,SUPPORT,1,0.0
16.11,MonkeyKing,SUPPORT,1,0.0
16.11,Swain,SUPPORT,1,1.0
16.11,Nunu,SUPPORT,1,0.0
16.11,Ezreal,SUPPORT,1,1.0
16.11,Trundle,SUPPORT,1,1.0
16.11,Teemo,SUPPORT,1,0.0
16.11,FiddleSticks,SUPPORT,1,1.0
16.11,Brand,SUPPORT,1,0.0
16.11,Nidalee,SUPPORT,1,1.0
16.11,Garen,TOP,27,0.6667
16.11,Malphite,TOP,18,0.7222
16.11,Sett,TOP,13,0.6154
16.11,Singed,TOP,13,0.3846
16.11,Aatrox,TOP,12,0.5
16.11,Renekton,TOP,12,0.1667
16.11,Darius,TOP,11,0.5455
16.11,Irelia,TOP,9,0.2222
16.11,Teemo,TOP,8,0.625
16.11,Yone,TOP,8,0.75
16.11,Tryndamere,TOP,8,0.625
16.11,Shen,TOP,8,0.375
16.11,Varus,TOP,8,0.375
16.11,Jayce,TOP,8,0.5
16.11,Sion,TOP,7,0.4286
16.11,Ambessa,TOP,7,1.0
16.11,Urgot,TOP,7,0.4286
16.11,Yasuo,TOP,7,0.2857
16.11,Ornn,TOP,6,0.3333
16.11,DrMundo,TOP,6,0.5
16.11,KSante,TOP,6,0.1667
16.11,Gragas,TOP,6,0.6667
16.11,Vayne,TOP,6,0.6667
16.11,Camille,TOP,6,0.1667
16.11,Gnar,TOP,6,0.3333
16.11,Rumble,TOP,5,0.8
16.11,Pantheon,TOP,5,0.2
16.11,Kennen,TOP,5,0.2
16.11,Fiora,TOP,5,0.2
16.11,Jax,TOP,5,0.4
16.11,Trundle,TOP,5,0.6
16.11,Elise,TOP,5,1.0
16.11,Chogath,TOP,4,0.0
16.11,Udyr,TOP,4,0.25
16.11,Gwen,TOP,4,0.5
16.11,Vladimir,TOP,4,0.25
16.11,Akali,TOP,4,0.75
16.11,Cassiopeia,TOP,3,0.3333
16.11,XinZhao,TOP,3,0.3333
16.11,Quinn,TOP,3,1.0
16.11,Zaahen,TOP,3,0.3333
16.11,MonkeyKing,TOP,3,0.6667
16.11,Riven,TOP,3,0.6667
16.11,Mordekaiser,TOP,3,0.0
16.11,Gangplank,TOP,2,1.0
16.11,Lissandra,TOP,2,0.5
16.11,Illaoi,TOP,2,0.0
16.11,Warwick,TOP,2,1.0
16.11,Nasus,TOP,2,1.0
16.11,TwistedFate,TOP,2,0.5
16.11,Smolder,TOP,2,0.5
16.11,Malzahar,TOP,2,0.0
16.11,TahmKench,TOP,2,0.0
16.11,Anivia,TOP,2,1.0
16.11,Kled,TOP,2,0.0
16.11,Volibear,TOP,2,0.0
