patch,champion,role,games,winrate
16.1,Yunara,BOT,2,0.0
16.1,Draven,BOT,2,0.5
16.1,Aphelios,BOT,2,0.5
16.1,Caitlyn,BOT,2,0.0
16.1,Sivir,BOT,1,0.0
16.1,Ashe,BOT,1,0.0
16.1,Hwei,BOT,1,0.0
16.1,Cassiopeia,BOT,1,0.0
16.1,Yasuo,BOT,1,1.0
16.1,Syndra,BOT,1,1.0
16.1,Varus,BOT,1,0.0
16.1,Jhin,BOT,1,1.0
16.1,Kayn,JUNGLE,3,0.0
16.1,Volibear,JUNGLE,3,1.0
16.1,Khazix,JUNGLE,3,1.0
16.1,JarvanIV,JUNGLE,2,0.5
16.1,Shaco,JUNGLE,2,0.0
16.1,Nunu,JUNGLE,2,1.0
16.1,LeeSin,JUNGLE,2,0.0
16.1,Rengar,JUNGLE,2,1.0
16.1,Jayce,JUNGLE,2,0.5
16.1,DrMundo,JUNGLE,2,0.5
16.1,Viego,JUNGLE,2,0.0
16.1,Hecarim,JUNGLE,1,1.0
16.1,Riven,JUNGLE,1,0.0
16.1,MasterYi,JUNGLE,1,0.0
16.1,Ekko,JUNGLE,1,1.0
16.1,Gwen,JUNGLE,1,0.0
16.1,Jax,JUNGLE,1,1.0
16.1,Diana,JUNGLE,1,0.0
16.1,KogMaw,JUNGLE,1,0.0
16.1,Shyvana,JUNGLE,1,1.0
16.1,Sylas,JUNGLE,1,1.0
16.1,Naafiri,JUNGLE,1,0.0
16.1,Qiyana,JUNGLE,1,0.0
16.1,RekSai,JUNGLE,1,1.0
16.1,Ahri,MID,3,0.3333
16.1,Ekko,MID,3,0.3333
16.1,Mel,MID,2,0.5
16.1,Kassadin,MID,2,0.5
16.1,Cassiopeia,MID,2,0.5
16.1,Irelia,MID,2,1.0
16.1,Garen,MID,2,0.0
16.1,Katarina,MID,2,0.5
16.1,Syndra,MID,2,1.0
16.1,Xerath,MID,1,1.0
16.1,Qiyana,MID,1,0.0
16.1,Azir,MID,1,1.0
16.1,Diana,MID,1,0.0
16.1,Karma,MID,1,1.0
16.1,Kennen,MID,1,1.0
16.1,Corki,MID,1,0.0
16.1,Pantheon,MID,1,0.0
16.1,Zilean,MID,1,1.0
16.1,Yasuo,MID,1,0.0
16.1,Orianna,MID,1,1.0
16.1,Singed,MID,1,1.0
16.1,Sylas,MID,1,0.0
16.1,Anivia,MID,1,0.0
16.1,TwistedFate,MID,1,0.0
16.1,Viktor,MID,1,1.0
16.1,Fizz,MID,1,1.0
16.1,Zac,MID,1,0.0
16.1,Nami,SUPPORT,4,0.75
16.1,Nautilus,SUPPORT,4,0.25
16.1,Sona,SUPPORT,3,0.6667
16.1,Janna,SUPPORT,2,0.5
16.1,Braum,SUPPORT,2,0.0
16.1,Soraka,SUPPORT,2,0.0
16.1,Blitzcrank,SUPPORT,2,1.0
16.1,Milio,SUPPORT,2,1.0
16.1,Senna,SUPPORT,2,0.0
16.1,Swain,SUPPORT,1,1.0
16.1,Rakan,SUPPORT,1,0.0
16.1,Brand,SUPPORT,1,1.0
16.1,Xerath,SUPPORT,1,1.0
16.1,Karma,SUPPORT,1,1.0
16.1,Bard,SUPPORT,1,1.0
16.1,Zyra,SUPPORT,1,0.0
16.1,Leona,SUPPORT,1,1.0
16.1,Seraphine,SUPPORT,1,0.0
16.1,Alistar,SUPPORT,1,1.0
16.1,Lulu,SUPPORT,1,0.0
16.1,Amumu,SUPPORT,1,0.0
16.1,Neeko,SUPPORT,1,0.0
16.1,Zilean,SUPPORT,1,0.0
16.1,Poppy,SUPPORT,1,1.0
16.1,Riven,TOP,5,0.0
16.1,Garen,TOP,5,0.8
16.1,Darius,TOP,3,0.3333
16.1,Zaahen,TOP,3,0.3333
16.1,Shen,TOP,2,1.0
16.1,DrMundo,TOP,2,0.5
16.1,Jayce,TOP,2,0.5
16.1,Teemo,TOP,2,0.5
16.1,Camille,TOP,2,1.0
16.1,Urgot,TOP,2,0.0
16.1,Chogath,TOP,1,0.0
16.1,Akali,TOP,1,0.0
16.1,Jax,TOP,1,1.0
16.1,Irelia,TOP,1,1.0
16.1,Vladimir,TOP,1,1.0
16.1,Swain,TOP,1,1.0
16.1,KSante,TOP,1,1.0
16.1,Gangplank,TOP,1,0.0
16.1,Gwen,TOP,1,0.0
16.1,Singed,TOP,1,1.0
16.10,Ezreal,BOT,38,0.4737
16.10,Ashe,BOT,36,0.4722
16.10,Smolder,BOT,33,0.4848
16.10,Jhin,BOT,28,0.5
16.10,Caitlyn,BOT,23,0.4348
16.10,Kaisa,BOT,21,0.4762
16.10,Senna,BOT,17,0.6471
16.10,Yunara,BOT,15,0.7333
16.10,Jinx,BOT,14,0.5
16.10,Draven,BOT,14,0.3571
16.10,Zeri,BOT,13,0.3846
16.10,Tristana,BOT,12,0.5833
16.10,Varus,BOT,11,0.5455
16.10,Vladimir,BOT,11,0.7273
16.10,Sivir,BOT,10,0.5
16.10,Lucian,BOT,10,0.3
16.10,Twitch,BOT,10,0.5
16.10,Ziggs,BOT,10,0.5
16.10,Samira,BOT,9,0.3333
16.10,MissFortune,BOT,9,0.4444
16.10,Xayah,BOT,8,0.5
16.10,Seraphine,BOT,7,0.4286
16.10,Yasuo,BOT,7,0.4286
16.10,Brand,BOT,6,0.8333
16.10,Aphelios,BOT,5,0.4
16.10,Veigar,BOT,5,0.4
16.10,Vayne,BOT,4,0.25
16.10,Mel,BOT,4,0.75
16.10,Lux,BOT,3,0.3333
16.10,AurelionSol,BOT,3,0.6667
16.10,KogMaw,BOT,3,0.3333
16.10,Nilah,BOT,3,0.6667
16.10,Velkoz,BOT,2,1.0
16.10,Karthus,BOT,2,0.5
16.10,Hwei,BOT,2,0.0
16.10,Cassiopeia,BOT,2,1.0
16.10,Corki,BOT,2,1.0
16.10,Kalista,BOT,2,0.5
16.10,Ivern,BOT,1,1.0
16.10,TahmKench,BOT,1,0.0
16.10,Swain,BOT,1,0.0
16.10,Zilean,BOT,1,0.0
16.10,Xerath,BOT,1,1.0
16.10,Katarina,BOT,1,1.0
16.10,Kennen,BOT,1,1.0
16.10,Sona,BOT,1,0.0
16.10,Graves,JUNGLE,30,0.5667
16.10,JarvanIV,JUNGLE,20,0.5
16.10,Nocturne,JUNGLE,17,0.5294
16.10,LeeSin,JUNGLE,17,0.4706
16.10,Kayn,JUNGLE,15,0.7333
16.10,Sylas,JUNGLE,14,0.3571
16.10,Shaco,JUNGLE,14,0.2143
16.10,MasterYi,JUNGLE,12,0.5
16.10,Hecarim,JUNGLE,12,0.3333
16.10,Talon,JUNGLE,11,0.5455
16.10,Khazix,JUNGLE,11,0.2727
16.10,Kindred,JUNGLE,11,0.5455
16.10,Naafiri,JUNGLE,11,0.2727
16.10,Ekko,JUNGLE,11,0.2727
16.10,Udyr,JUNGLE,11,0.4545
16.10,MonkeyKing,JUNGLE,11,0.5455
16.10,Viego,JUNGLE,11,0.5455
16.10,Belveth,JUNGLE,10,0.6
16.10,Karthus,JUNGLE,10,0.3
16.10,XinZhao,JUNGLE,10,0.8
16.10,RekSai,JUNGLE,10,0.6
16.10,Ambessa,JUNGLE,9,0.5556
16.10,Lillia,JUNGLE,8,0.75
16.10,Shyvana,JUNGLE,8,0.5
16.10,Ivern,JUNGLE,8,0.625
16.10,Jayce,JUNGLE,6,0.3333
16.10,Amumu,JUNGLE,6,0.3333
16.10,Rengar,JUNGLE,6,0.5
16.10,Diana,JUNGLE,6,0.5
16.10,Briar,JUNGLE,6,0.6667
16.10,Vi,JUNGLE,5,0.4
16.10,Evelynn,JUNGLE,5,0.4
16.10,Zed,JUNGLE,5,0.2
16.10,Nunu,JUNGLE,5,0.6
16.10,Nasus,JUNGLE,4,0.25
16.10,Elise,JUNGLE,4,0.75
16.10,Jax,JUNGLE,3,1.0
16.10,FiddleSticks,JUNGLE,3,0.6667
16.10,Rammus,JUNGLE,3,0.6667
16.10,DrMundo,JUNGLE,3,0.6667
16.10,Warwick,JUNGLE,3,0.3333
16.10,Zac,JUNGLE,3,0.3333
16.10,Gragas,JUNGLE,2,1.0
16.10,Sejuani,JUNGLE,2,0.0
16.10,Qiyana,JUNGLE,2,0.5
16.10,Nidalee,JUNGLE,2,0.5
16.10,Trundle,JUNGLE,2,0.5
16.10,Darius,JUNGLE,2,1.0
16.10,Gwen,JUNGLE,2,0.5
16.10,Rumble,JUNGLE,2,0.5
16.10,Aatrox,JUNGLE,2,0.0
16.10,Zyra,JUNGLE,2,1.0
16.10,Singed,JUNGLE,2,0.0
16.10,Brand,JUNGLE,2,0.5
16.10,Olaf,JUNGLE,1,1.0
16.10,Riven,JUNGLE,1,1.0
16.10,Taliyah,JUNGLE,1,1.0
16.10,Gnar,JUNGLE,1,1.0
16.10,Kaisa,JUNGLE,1,0.0
16.10,Teemo,JUNGLE,1,1.0
16.10,Skarner,JUNGLE,1,1.0
16.10,Pantheon,JUNGLE,1,0.0
16.10,Vayne,JUNGLE,1,1.0
16.10,Volibear,JUNGLE,1,1.0
16.10,Yasuo,MID,24,0.5417
16.10,Akali,MID,18,0.5556
16.10,Viktor,MID,17,0.3529
16.10,Sylas,MID,16,0.4375
16.10,TwistedFate,MID,15,0.7333
16.10,Katarina,MID,15,0.5333
16.10,Zed,MID,14,0.3571
16.10,Ahri,MID,14,0.6429
16.10,Galio,MID,13,0.4615
16.10,Orianna,MID,13,0.4615
16.10,Vladimir,MID,13,0.6923
16.10,Yone,MID,13,0.4615
16.10,Malzahar,MID,12,0.3333
16.10,Lissandra,MID,11,0.4545
16.10,Fizz,MID,10,0.7
16.10,Ekko,MID,9,0.4444
16.10,Aurora,MID,8,0.375
16.10,Lux,MID,8,0.5
16.10,Taliyah,MID,8,0.5
16.10,Syndra,MID,7,0.2857
16.10,Vex,MID,7,0.2857
16.10,Anivia,MID,7,0.4286
16.10,Xerath,MID,7,0.5714
16.10,Azir,MID,7,0.7143
16.10,Mel,MID,7,0.4286
16.10,Zoe,MID,7,0.2857
16.10,Diana,MID,7,0.7143
16.10,Hwei,MID,6,0.5
16.10,Veigar,MID,6,0.6667
16.10,Qiyana,MID,6,0.3333
16.10,Kassadin,MID,5,0.6
16.10,Annie,MID,5,0.4
16.10,Nasus,MID,5,0.6
16.10,Swain,MID,5,0.6
16.10,Jayce,MID,4,0.75
16.10,Ryze,MID,4,0.5
16.10,Talon,MID,4,0.75
16.10,XinZhao,MID,4,1.0
16.10,Pantheon,MID,3,0.6667
16.10,Irelia,MID,3,0.3333
16.10,Akshan,MID,3,1.0
16.10,Kayle,MID,3,0.0
16.10,Naafiri,MID,3,0.6667
16.10,Smolder,MID,3,0.6667
16.10,Morgana,MID,2,0.0
16.10,MasterYi,MID,2,0.0
16.10,Viego,MID,2,0.5
16.10,Udyr,MID,2,0.0
16.10,AurelionSol,MID,2,0.0
16.10,Cassiopeia,MID,2,1.0
16.10,Gwen,MID,1,1.0
16.10,Karma,MID,1,0.0
16.10,MonkeyKing,MID,1,1.0
16.10,Brand,MID,1,0.0
16.10,Velkoz,MID,1,1.0
16.10,Sivir,MID,1,0.0
16.10,Heimerdinger,MID,1,0.0
16.10,Leblanc,MID,1,1.0
16.10,Shyvana,MID,1,0.0
16.10,Caitlyn,MID,1,0.0
16.10,Ambessa,MID,1,0.0
16.10,Vayne,MID,1,0.0
16.10,Illaoi,MID,1,1.0
16.10,Camille,MID,1,1.0
16.10,Renekton,MID,1,0.0
16.10,Tryndamere,MID,1,0.0
16.10,Garen,MID,1,1.0
16.10,Nocturne,MID,1,1.0
16.10,Gragas,MID,1,0.0
16.10,Poppy,MID,1,0.0
16.10,Quinn,MID,1,0.0
16.10,Urgot,MID,1,1.0
16.10,Karthus,MID,1,0.0
16.10,Briar,MID,1,0.0
16.10,Draven,MID,1,1.0
16.10,Chogath,MID,1,1.0
16.10,Malphite,MID,1,1.0
16.10,Seraphine,MID,1,0.0
16.10,Ornn,MID,1,0.0
16.10,Corki,MID,1,1.0
16.10,Riven,MID,1,0.0
16.10,Nami,SUPPORT,31,0.6774
16.10,Thresh,SUPPORT,31,0.6129
16.10,Bard,SUPPORT,29,0.4483
16.10,Senna,SUPPORT,28,0.5
16.10,Karma,SUPPORT,28,0.5357
16.10,Nautilus,SUPPORT,23,0.4783
16.10,Seraphine,SUPPORT,22,0.5
16.10,Pyke,SUPPORT,15,0.5333
16.10,Milio,SUPPORT,13,0.5385
16.10,Lulu,SUPPORT,12,0.4167
16.10,Leona,SUPPORT,12,0.5833
16.10,Rell,SUPPORT,12,0.5833
16.10,Rakan,SUPPORT,12,0.5833
16.10,Sona,SUPPORT,11,0.4545
16.10,Velkoz,SUPPORT,11,0.5455
16.10,Yuumi,SUPPORT,9,0.1111
16.10,Lux,SUPPORT,8,0.625
16.10,Alistar,SUPPORT,8,0.25
16.10,Blitzcrank,SUPPORT,8,0.5
16.10,Braum,SUPPORT,8,0.75
16.10,Soraka,SUPPORT,7,0.2857
16.10,Janna,SUPPORT,7,0.5714
16.10,Zyra,SUPPORT,7,0.4286
16.10,Swain,SUPPORT,7,0.1429
16.10,Morgana,SUPPORT,6,0.1667
16.10,TahmKench,SUPPORT,5,0.6
16.10,Neeko,SUPPORT,5,0.4
16.10,Renata,SUPPORT,4,0.75
16.10,Xerath,SUPPORT,4,0.25
16.10,Zilean,SUPPORT,4,0.5
16.10,Pantheon,SUPPORT,3,1.0
16.10,Maokai,SUPPORT,3,0.6667
16.10,Brand,SUPPORT,2,0.0
16.10,Mel,SUPPORT,2,0.0
16.10,Anivia,SUPPORT,2,0.5
16.10,Amumu,SUPPORT,2,1.0
16.10,Zoe,SUPPORT,2,0.0
16.10,Poppy,SUPPORT,2,0.0
16.10,Sylas,SUPPORT,1,0.0
16.10,Twitch,SUPPORT,1,0.0
16.10,Elise,SUPPORT,1,0.0
16.10,Annie,SUPPORT,1,1.0
16.10,Vi,SUPPORT,1,0.0
16.10,Qiyana,SUPPORT,1,1.0
16.10,Ezreal,SUPPORT,1,1.0
16.10,Galio,SUPPORT,1,1.0
16.10,Rumble,SUPPORT,1,0.0
16.10,Shen,SUPPORT,1,1.0
16.10,Taric,SUPPORT,1,0.0
16.10,Skarner,SUPPORT,1,0.0
16.10,Ashe,SUPPORT,1,1.0
16.10,Leblanc,SUPPORT,1,0.0
16.10,Katarina,SUPPORT,1,0.0
16.10,Gragas,SUPPORT,1,0.0
16.10,Veigar,SUPPORT,1,1.0
16.10,Malphite,TOP,26,0.6538
16.10,Garen,TOP,22,0.5455
16.10,Yasuo,TOP,20,0.55
16.10,Gragas,TOP,16,0.3125
16.10,Yone,TOP,13,0.5385
16.10,Ambessa,TOP,13,0.3846
16.10,Sion,TOP,12,0.4167
16.10,Renekton,TOP,12,0.5
16.10,Darius,TOP,12,0.4167
16.10,Teemo,TOP,11,0.7273
16.10,Zaahen,TOP,11,0.1818
16.10,Jax,TOP,10,0.4
16.10,Vayne,TOP,10,0.8
16.10,Urgot,TOP,10,0.4
16.10,Shen,TOP,9,0.4444
16.10,Ornn,TOP,9,0.3333
16.10,KSante,TOP,8,0.375
16.10,Gnar,TOP,8,0.625
16.10,Singed,TOP,8,0.25
16.10,Riven,TOP,8,0.5
16.10,Mordekaiser,TOP,8,0.5
16.10,Anivia,TOP,8,1.0
16.10,Kennen,TOP,7,0.7143
16.10,Fiora,TOP,7,0.2857
16.10,Irelia,TOP,7,0.4286
16.10,Jayce,TOP,7,0.2857
16.10,Rumble,TOP,6,0.6667
16.10,Vladimir,TOP,6,0.5
16.10,Aatrox,TOP,6,0.5
16.10,Olaf,TOP,6,0.5
16.10,DrMundo,TOP,5,0.2
16.10,Nasus,TOP,5,0.6
16.10,Warwick,TOP,5,0.6
16.10,Sett,TOP,4,0.25
16.10,Gangplank,TOP,4,0.5
16.10,Chogath,TOP,4,0.75
16.10,Varus,TOP,4,0.25
16.10,XinZhao,TOP,4,0.25
16.10,Camille,TOP,4,0.75
16.10,Kayle,TOP,4,0.5
16.10,Zilean,TOP,3,0.3333
16.10,Pantheon,TOP,3,0.6667
16.10,Malzahar,TOP,3,1.0
16.10,Naafiri,TOP,3,1.0
16.10,Kled,TOP,3,0.3333
16.10,Shyvana,TOP,3,1.0
16.10,MasterYi,TOP,3,0.3333
16.10,Yorick,TOP,3,0.0
16.10,Poppy,TOP,2,0.5
16.10,Trundle,TOP,2,0.5
16.10,Swain,TOP,2,0.5
16.10,Udyr,TOP,2,0.5
16.10,Gwen,TOP,2,1.0
16.10,Skarner,TOP,2,0.5
16.10,Volibear,TOP,2,1.0
16.10,Akshan,TOP,1,0.0
16.10,Sylas,TOP,1,0.0
16.10,Alistar,TOP,1,0.0
16.10,Heimerdinger,TOP,1,1.0
16.10,Kassadin,TOP,1,1.0
16.10,Zoe,TOP,1,0.0
16.10,Zac,TOP,1,1.0
16.10,Yuumi,TOP,1,0.0
16.10,Vi,TOP,1,0.0
16.10,Ryze,TOP,1,1.0
16.10,Aurora,TOP,1,0.0
16.10,FiddleSticks,TOP,1,1.0
16.10,Talon,TOP,1,1.0
16.10,Katarina,TOP,1,1.0
16.10,Viktor,TOP,1,0.0
16.10,Mel,TOP,1,0.0
16.10,Zed,TOP,1,0.0
16.10,Azir,TOP,1,1.0
16.10,Quinn,TOP,1,1.0
16.10,Sejuani,TOP,1,0.0
16.10,Smolder,TOP,1,1.0
16.10,Kalista,TOP,1,0.0
16.10,TahmKench,TOP,1,0.0
16.10,Ezreal,TOP,1,1.0
16.10,Illaoi,TOP,1,0.0
16.11,Ezreal,BOT,32,0.5
16.11,Senna,BOT,31,0.4839
16.11,Jhin,BOT,28,0.3929
16.11,Ashe,BOT,26,0.5
16.11,Jinx,BOT,25,0.4
16.11,Kaisa,BOT,22,0.4545
16.11,Caitlyn,BOT,20,0.65
16.11,Lucian,BOT,16,0.5625
16.11,Vayne,BOT,15,0.5333
16.11,MissFortune,BOT,13,0.5385
16.11,Brand,BOT,12,0.6667
16.11,Smolder,BOT,12,0.5
16.11,Zeri,BOT,12,0.5833
16.11,Seraphine,BOT,11,0.3636
16.11,Aphelios,BOT,10,0.5
16.11,Tristana,BOT,10,0.5
16.11,Lux,BOT,9,0.5556
16.11,Draven,BOT,8,0.5
16.11,Sivir,BOT,8,0.125
16.11,Varus,BOT,8,0.5
16.11,Twitch,BOT,7,0.4286
16.11,Xayah,BOT,7,0.5714
16.11,Xerath,BOT,6,0.5
16.11,Yunara,BOT,6,0.3333
16.11,Mel,BOT,6,0.5
16.11,Samira,BOT,6,0.5
16.11,Karthus,BOT,5,0.4
16.11,Vladimir,BOT,5,0.6
16.11,Corki,BOT,4,0.25
16.11,Hwei,BOT,3,0.6667
16.11,Zyra,BOT,3,1.0
16.11,Yasuo,BOT,3,0.6667
16.11,KogMaw,BOT,3,0.3333
16.11,Swain,BOT,3,0.6667
16.11,AurelionSol,BOT,3,0.3333
16.11,Kalista,BOT,3,0.6667
16.11,Ziggs,BOT,2,0.5
16.11,Syndra,BOT,2,0.5
16.11,Veigar,BOT,2,0.5
16.11,Velkoz,BOT,2,1.0
16.11,Heimerdinger,BOT,2,0.0
16.11,Aurora,BOT,1,0.0
16.11,Yone,BOT,1,0.0
16.11,Anivia,BOT,1,1.0
16.11,Ahri,BOT,1,0.0
16.11,Taliyah,BOT,1,1.0
16.11,Ekko,BOT,1,1.0
16.11,LeeSin,BOT,1,1.0
16.11,Mordekaiser,BOT,1,0.0
16.11,Sion,BOT,1,1.0
16.11,Fiora,BOT,1,1.0
16.11,Akshan,BOT,1,1.0
16.11,Nilah,BOT,1,1.0
16.11,Riven,BOT,1,0.0
16.11,TahmKench,BOT,1,1.0
16.11,Olaf,BOT,1,0.0
16.11,Malzahar,BOT,1,1.0
16.11,Irelia,BOT,1,1.0
16.11,LeeSin,JUNGLE,25,0.52
16.11,Nocturne,JUNGLE,22,0.5909
16.11,Talon,JUNGLE,21,0.619
16.11,JarvanIV,JUNGLE,19,0.5263
16.11,Graves,JUNGLE,18,0.6667
16.11,Khazix,JUNGLE,17,0.3529
16.11,Kayn,JUNGLE,14,0.4286
16.11,Diana,JUNGLE,14,0.5
16.11,MasterYi,JUNGLE,13,0.5385
16.11,Kindred,JUNGLE,12,0.4167
16.11,Hecarim,JUNGLE,11,0.6364
16.11,Viego,JUNGLE,11,0.7273
16.11,Nidalee,JUNGLE,11,0.4545
16.11,Rengar,JUNGLE,11,0.3636
16.11,Ekko,JUNGLE,11,0.3636
16.11,MonkeyKing,JUNGLE,10,0.8
16.11,Udyr,JUNGLE,9,0.1111
16.11,Lillia,JUNGLE,8,0.875
16.11,Shaco,JUNGLE,8,0.625
16.11,RekSai,JUNGLE,8,0.5
16.11,Shyvana,JUNGLE,8,0.375
16.11,Naafiri,JUNGLE,8,0.5
16.11,Elise,JUNGLE,7,0.5714
16.11,Amumu,JUNGLE,7,0.5714
16.11,Sylas,JUNGLE,7,0.2857
16.11,Karthus,JUNGLE,7,0.4286
16.11,Belveth,JUNGLE,7,0.8571
16.11,Vi,JUNGLE,6,0.6667
16.11,Aatrox,JUNGLE,5,0.2
16.11,Skarner,JUNGLE,5,0.4
16.11,Jax,JUNGLE,5,0.4
16.11,Quinn,JUNGLE,5,0.6
16.11,XinZhao,JUNGLE,5,0.4
16.11,Warwick,JUNGLE,4,0.75
16.11,Qiyana,JUNGLE,4,0.75
16.11,Taliyah,JUNGLE,4,0.25
16.11,Nasus,JUNGLE,4,0.0
16.11,Nunu,JUNGLE,4,0.5
16.11,Ambessa,JUNGLE,4,0.5
16.11,Zac,JUNGLE,3,0.3333
16.11,Sejuani,JUNGLE,3,0.3333
16.11,Darius,JUNGLE,3,0.3333
16.11,FiddleSticks,JUNGLE,3,0.3333
16.11,Evelynn,JUNGLE,3,0.6667
16.11,Zyra,JUNGLE,3,0.3333
16.11,Zed,JUNGLE,3,0.0
16.11,Gwen,JUNGLE,2,1.0
16.11,Rammus,JUNGLE,2,0.0
16.11,Ivern,JUNGLE,2,0.5
16.11,Malphite,JUNGLE,2,0.5
16.11,Brand,JUNGLE,2,0.5
16.11,Morgana,JUNGLE,2,0.5
16.11,Draven,JUNGLE,1,1.0
16.11,Zaahen,JUNGLE,1,0.0
16.11,Pantheon,JUNGLE,1,0.0
16.11,DrMundo,JUNGLE,1,0.0
16.11,Jayce,JUNGLE,1,0.0
16.11,Briar,JUNGLE,1,1.0
16.11,Chogath,JUNGLE,1,0.0
16.11,Teemo,JUNGLE,1,0.0
16.11,Olaf,JUNGLE,1,0.0
16.11,Volibear,JUNGLE,1,0.0
16.11,Galio,JUNGLE,1,0.0
16.11,Fizz,JUNGLE,1,1.0
16.11,Poppy,JUNGLE,1,1.0
16.11,Singed,JUNGLE,1,0.0
16.11,Gragas,JUNGLE,1,1.0
16.11,Riven,MID,41,0.561
16.11,Ahri,MID,21,0.4762
16.11,Akshan,MID,21,0.6667
16.11,Ekko,MID,16,0.625
16.11,Orianna,MID,14,0.5
16.11,TwistedFate,MID,14,0.6429
16.11,Galio,MID,13,0.5385
16.11,Vladimir,MID,12,0.5833
16.11,Yasuo,MID,11,0.8182
16.11,Anivia,MID,11,0.3636
16.11,Viktor,MID,11,0.3636
16.11,Akali,MID,10,0.6
16.11,Lissandra,MID,10,0.4
16.11,Katarina,MID,10,0.4
16.11,Malzahar,MID,10,0.6
16.11,Zed,MID,9,0.3333
16.11,Cassiopeia,MID,9,0.3333
16.11,Vex,MID,9,0.7778
16.11,Ryze,MID,8,0.375
16.11,Fizz,MID,8,0.375
16.11,Sylas,MID,7,0.5714
16.11,Hwei,MID,7,0.4286
16.11,Lux,MID,7,0.4286
16.11,Aurora,MID,6,0.3333
16.11,Diana,MID,6,0.3333
16.11,Talon,MID,6,0.3333
16.11,Syndra,MID,5,0.8
16.11,Xerath,MID,5,0.4
16.11,Chogath,MID,5,0.2
16.11,Brand,MID,5,0.4
16.11,Annie,MID,5,0.2
16.11,Leblanc,MID,4,0.75
16.11,Yone,MID,4,0.75
16.11,Zoe,MID,4,0.75
16.11,Smolder,MID,4,0.0
16.11,Ambessa,MID,3,0.6667
16.11,Malphite,MID,3,0.0
16.11,Mel,MID,3,0.3333
16.11,Qiyana,MID,3,0.3333
16.11,Azir,MID,3,0.3333
16.11,Veigar,MID,3,0.6667
16.11,Kayle,MID,3,0.0
16.11,Pantheon,MID,2,1.0
16.11,Rumble,MID,2,0.5
16.11,Taliyah,MID,2,1.0
16.11,Corki,MID,2,0.5
16.11,Garen,MID,2,0.5
16.11,Kassadin,MID,2,0.5
