patch,champion,role,games,winrate
16.10,Rakan,MID,1,1.0
16.10,Alistar,MID,1,1.0
16.10,Warwick,MID,1,1.0
16.10,Ashe,MID,1,0.0
16.10,KSante,MID,1,1.0
16.10,Nami,SUPPORT,82,0.4756
16.10,Karma,SUPPORT,66,0.5303
16.10,Thresh,SUPPORT,65,0.5846
16.10,Bard,SUPPORT,61,0.4754
16.10,Seraphine,SUPPORT,60,0.5333
16.10,Senna,SUPPORT,60,0.55
16.10,Nautilus,SUPPORT,53,0.5283
16.10,Sona,SUPPORT,43,0.3953
16.10,Milio,SUPPORT,39,0.5641
16.10,Pyke,SUPPORT,35,0.5143
16.10,Lulu,SUPPORT,34,0.4706
16.10,Leona,SUPPORT,29,0.5172
16.10,Soraka,SUPPORT,27,0.4074
16.10,Rell,SUPPORT,26,0.6154
16.10,Janna,SUPPORT,25,0.48
16.10,Braum,SUPPORT,25,0.44
16.10,Rakan,SUPPORT,21,0.619
16.10,Velkoz,SUPPORT,20,0.55
16.10,Lux,SUPPORT,18,0.6667
16.10,Blitzcrank,SUPPORT,18,0.5
16.10,Alistar,SUPPORT,18,0.3889
16.10,Yuumi,SUPPORT,18,0.2778
16.10,Zilean,SUPPORT,15,0.4667
16.10,Morgana,SUPPORT,13,0.2308
16.10,Neeko,SUPPORT,13,0.5385
16.10,Zyra,SUPPORT,12,0.5
16.10,Maokai,SUPPORT,12,0.5
16.10,TahmKench,SUPPORT,11,0.5455
16.10,Brand,SUPPORT,10,0.4
16.10,Pantheon,SUPPORT,10,0.8
16.10,Xerath,SUPPORT,9,0.4444
16.10,Swain,SUPPORT,9,0.2222
16.10,Poppy,SUPPORT,7,0.4286
16.10,Sylas,SUPPORT,7,0.5714
16.10,Renata,SUPPORT,7,0.5714
16.10,Mel,SUPPORT,5,0.4
16.10,Taric,SUPPORT,4,0.75
16.10,Shaco,SUPPORT,4,0.5
16.10,Ashe,SUPPORT,4,0.5
16.10,Elise,SUPPORT,4,0.5
16.10,Anivia,SUPPORT,4,0.5
16.10,Zoe,SUPPORT,4,0.25
16.10,Leblanc,SUPPORT,4,0.5
16.10,Skarner,SUPPORT,4,0.5
16.10,Camille,SUPPORT,4,0.75
16.10,Galio,SUPPORT,3,0.3333
16.10,Amumu,SUPPORT,3,0.6667
16.10,Teemo,SUPPORT,2,0.5
16.10,Annie,SUPPORT,2,0.5
16.10,Vi,SUPPORT,2,0.0
16.10,Gragas,SUPPORT,2,0.5
16.10,Veigar,SUPPORT,2,1.0
16.10,Akali,SUPPORT,1,0.0
16.10,Twitch,SUPPORT,1,0.0
16.10,Heimerdinger,SUPPORT,1,0.0
16.10,Qiyana,SUPPORT,1,1.0
16.10,Ezreal,SUPPORT,1,1.0
16.10,Rumble,SUPPORT,1,0.0
16.10,JarvanIV,SUPPORT,1,0.0
16.10,Nasus,SUPPORT,1,0.0
16.10,Shen,SUPPORT,1,1.0
16.10,Katarina,SUPPORT,1,0.0
16.10,Jax,SUPPORT,1,0.0
16.10,MasterYi,SUPPORT,1,0.0
16.10,Malphite,SUPPORT,1,1.0
16.10,Naafiri,SUPPORT,1,0.0
16.10,FiddleSticks,SUPPORT,1,1.0
16.10,Hwei,SUPPORT,1,0.0
16.10,Nunu,SUPPORT,1,1.0
16.10,Syndra,SUPPORT,1,0.0
16.10,Sett,SUPPORT,1,0.0
16.10,Zac,SUPPORT,1,0.0
16.10,Fiora,SUPPORT,1,0.0
16.10,Nidalee,SUPPORT,1,1.0
16.10,Ivern,SUPPORT,1,0.0
16.10,Garen,TOP,50,0.58
16.10,Malphite,TOP,49,0.551
16.10,Ambessa,TOP,32,0.5625
16.10,Renekton,TOP,31,0.5161
16.10,Sion,TOP,30,0.4333
16.10,Gragas,TOP,30,0.4
16.10,Yone,TOP,28,0.3571
16.10,Jax,TOP,27,0.4815
16.10,KSante,TOP,26,0.4231
16.10,Irelia,TOP,26,0.5
16.10,Kayle,TOP,26,0.4615
16.10,Yasuo,TOP,26,0.5385
16.10,Shen,TOP,25,0.48
16.10,Mordekaiser,TOP,25,0.52
16.10,Aatrox,TOP,25,0.56
16.10,Teemo,TOP,24,0.5833
16.10,Ornn,TOP,22,0.5
16.10,Vayne,TOP,20,0.65
16.10,Zaahen,TOP,20,0.2
16.10,Urgot,TOP,20,0.55
16.10,Darius,TOP,19,0.3684
16.10,Vladimir,TOP,19,0.4737
16.10,DrMundo,TOP,18,0.3333
16.10,Fiora,TOP,18,0.3333
16.10,Riven,TOP,18,0.5556
16.10,Jayce,TOP,18,0.3889
16.10,Sett,TOP,17,0.5294
16.10,Gnar,TOP,17,0.5294
16.10,Camille,TOP,16,0.375
16.10,Gangplank,TOP,15,0.5333
16.10,Singed,TOP,15,0.3333
16.10,Chogath,TOP,15,0.6
16.10,Anivia,TOP,14,0.8571
16.10,Gwen,TOP,13,0.5385
16.10,Kennen,TOP,12,0.6667
16.10,Rumble,TOP,12,0.5833
16.10,Tryndamere,TOP,12,0.5833
16.10,Heimerdinger,TOP,11,0.8182
16.10,XinZhao,TOP,11,0.3636
16.10,Varus,TOP,11,0.5455
16.10,Nasus,TOP,9,0.4444
16.10,Akali,TOP,8,0.5
16.10,Warwick,TOP,8,0.375
16.10,Kled,TOP,8,0.625
16.10,Yorick,TOP,8,0.375
16.10,Olaf,TOP,8,0.5
16.10,Pantheon,TOP,7,0.7143
16.10,Naafiri,TOP,7,0.5714
16.10,Quinn,TOP,6,0.6667
16.10,Illaoi,TOP,6,0.3333
16.10,Volibear,TOP,6,0.6667
16.10,MasterYi,TOP,6,0.5
16.10,TahmKench,TOP,5,0.4
16.10,Aurora,TOP,5,0.2
16.10,Trundle,TOP,5,0.4
16.10,Udyr,TOP,5,0.4
16.10,Malzahar,TOP,5,1.0
16.10,Shyvana,TOP,5,0.8
16.10,Ryze,TOP,4,0.25
16.10,Sejuani,TOP,4,0.5
16.10,MonkeyKing,TOP,4,0.5
16.10,Zilean,TOP,3,0.3333
16.10,Poppy,TOP,3,0.3333
16.10,Zed,TOP,3,0.6667
16.10,FiddleSticks,TOP,3,1.0
16.10,TwistedFate,TOP,3,0.6667
16.10,Syndra,TOP,3,0.6667
16.10,Sylas,TOP,2,0.0
16.10,Soraka,TOP,2,0.5
16.10,Swain,TOP,2,0.5
16.10,Kassadin,TOP,2,0.5
16.10,Kayn,TOP,2,0.0
16.10,Viktor,TOP,2,0.0
16.10,Skarner,TOP,2,0.5
16.10,Ahri,TOP,2,0.5
16.10,LeeSin,TOP,2,1.0
16.10,Lillia,TOP,2,0.0
16.10,Cassiopeia,TOP,2,0.5
16.10,Akshan,TOP,1,0.0
16.10,Morgana,TOP,1,1.0
16.10,Ekko,TOP,1,0.0
16.10,Alistar,TOP,1,0.0
16.10,Zoe,TOP,1,0.0
16.10,Zac,TOP,1,1.0
16.10,Yuumi,TOP,1,0.0
16.10,Vi,TOP,1,0.0
16.10,Khazix,TOP,1,0.0
16.10,Ziggs,TOP,1,1.0
16.10,Talon,TOP,1,1.0
16.10,Katarina,TOP,1,1.0
16.10,Mel,TOP,1,0.0
16.10,Azir,TOP,1,1.0
16.10,AurelionSol,TOP,1,0.0
16.10,Smolder,TOP,1,1.0
16.10,Kalista,TOP,1,0.0
16.10,Ezreal,TOP,1,1.0
16.10,RekSai,TOP,1,0.0
16.10,Veigar,TOP,1,0.0
16.10,Qiyana,TOP,1,1.0
16.10,Karthus,TOP,1,1.0
16.10,Kaisa,TOP,1,1.0
16.10,Ashe,TOP,1,0.0
16.10,Lissandra,TOP,1,1.0
16.10,Maokai,TOP,1,1.0
16.11,Senna,BOT,55,0.5091
16.11,Ezreal,BOT,54,0.4074
16.11,Jhin,BOT,49,0.449
16.11,Caitlyn,BOT,46,0.5652
16.11,Ashe,BOT,42,0.5476
16.11,Jinx,BOT,38,0.3947
16.11,Lucian,BOT,37,0.4865
16.11,Kaisa,BOT,35,0.5143
16.11,Vayne,BOT,26,0.6538
16.11,Zeri,BOT,25,0.56
16.11,MissFortune,BOT,23,0.5652
16.11,Smolder,BOT,23,0.6087
16.11,Yunara,BOT,19,0.3158
16.11,Seraphine,BOT,18,0.4444
16.11,Varus,BOT,18,0.3889
16.11,Tristana,BOT,17,0.4118
16.11,Sivir,BOT,17,0.3529
16.11,Aphelios,BOT,16,0.5625
16.11,Brand,BOT,15,0.6
16.11,Samira,BOT,15,0.4667
16.11,Draven,BOT,14,0.5
16.11,Twitch,BOT,12,0.6667
16.11,Lux,BOT,12,0.5833
16.11,Xayah,BOT,12,0.4167
16.11,Mel,BOT,9,0.4444
16.11,Xerath,BOT,8,0.5
16.11,Vladimir,BOT,8,0.75
16.11,Corki,BOT,7,0.2857
16.11,Zyra,BOT,7,0.8571
16.11,Swain,BOT,7,0.7143
16.11,Karthus,BOT,6,0.5
16.11,Ziggs,BOT,5,0.4
16.11,Hwei,BOT,5,0.4
16.11,Yasuo,BOT,5,0.6
16.11,KogMaw,BOT,5,0.6
16.11,AurelionSol,BOT,5,0.4
16.11,Veigar,BOT,5,0.2
16.11,Kalista,BOT,4,0.75
16.11,Syndra,BOT,3,0.6667
16.11,Heimerdinger,BOT,3,0.3333
16.11,Aurora,BOT,2,0.0
16.11,Velkoz,BOT,2,1.0
16.11,Riven,BOT,2,0.0
16.11,Nilah,BOT,2,0.5
16.11,Yone,BOT,1,0.0
16.11,Anivia,BOT,1,1.0
16.11,Ahri,BOT,1,0.0
16.11,Taliyah,BOT,1,1.0
16.11,TwistedFate,BOT,1,0.0
16.11,Ekko,BOT,1,1.0
16.11,LeeSin,BOT,1,1.0
16.11,Mordekaiser,BOT,1,0.0
16.11,Sion,BOT,1,1.0
16.11,Fiora,BOT,1,1.0
16.11,Akshan,BOT,1,1.0
16.11,TahmKench,BOT,1,1.0
16.11,Olaf,BOT,1,0.0
16.11,Teemo,BOT,1,0.0
16.11,Malzahar,BOT,1,1.0
16.11,Irelia,BOT,1,1.0
16.11,Vex,BOT,1,1.0
16.11,Naafiri,BOT,1,0.0
16.11,Neeko,BOT,1,0.0
16.11,Viktor,BOT,1,0.0
16.11,LeeSin,JUNGLE,44,0.4091
16.11,Graves,JUNGLE,37,0.5676
16.11,JarvanIV,JUNGLE,32,0.4688
16.11,Nocturne,JUNGLE,31,0.5806
16.11,Talon,JUNGLE,29,0.6552
16.11,Khazix,JUNGLE,29,0.4138
16.11,Diana,JUNGLE,27,0.5556
16.11,Kayn,JUNGLE,24,0.4583
16.11,MasterYi,JUNGLE,23,0.4783
16.11,Rengar,JUNGLE,22,0.3182
16.11,MonkeyKing,JUNGLE,20,0.65
16.11,Kindred,JUNGLE,20,0.45
16.11,Viego,JUNGLE,19,0.6842
16.11,Udyr,JUNGLE,19,0.3684
16.11,Shaco,JUNGLE,18,0.6111
16.11,Ekko,JUNGLE,18,0.2778
16.11,Hecarim,JUNGLE,16,0.625
16.11,RekSai,JUNGLE,16,0.5625
16.11,Nunu,JUNGLE,16,0.4375
16.11,Naafiri,JUNGLE,16,0.375
16.11,Shyvana,JUNGLE,15,0.6
16.11,XinZhao,JUNGLE,14,0.6429
16.11,Nidalee,JUNGLE,13,0.4615
16.11,Ambessa,JUNGLE,13,0.4615
16.11,Lillia,JUNGLE,12,0.75
16.11,Elise,JUNGLE,12,0.5
16.11,Amumu,JUNGLE,12,0.6667
16.11,Vi,JUNGLE,12,0.5
16.11,Sylas,JUNGLE,10,0.3
16.11,Karthus,JUNGLE,10,0.4
16.11,Evelynn,JUNGLE,9,0.7778
16.11,Skarner,JUNGLE,8,0.625
16.11,Jax,JUNGLE,8,0.375
16.11,Belveth,JUNGLE,8,0.875
16.11,Aatrox,JUNGLE,7,0.2857
16.11,Zac,JUNGLE,7,0.1429
16.11,Warwick,JUNGLE,7,0.7143
16.11,Pantheon,JUNGLE,7,0.2857
16.11,Taliyah,JUNGLE,7,0.2857
16.11,Briar,JUNGLE,7,0.7143
16.11,Qiyana,JUNGLE,6,0.8333
16.11,Quinn,JUNGLE,6,0.6667
16.11,FiddleSticks,JUNGLE,5,0.6
16.11,Volibear,JUNGLE,5,0.4
16.11,Darius,JUNGLE,4,0.5
16.11,Nasus,JUNGLE,4,0.0
16.11,Zyra,JUNGLE,4,0.25
16.11,Sejuani,JUNGLE,3,0.3333
16.11,Jayce,JUNGLE,3,0.6667
16.11,Rammus,JUNGLE,3,0.3333
16.11,Ivern,JUNGLE,3,0.3333
16.11,Zed,JUNGLE,3,0.0
16.11,Maokai,JUNGLE,3,0.3333
16.11,Zaahen,JUNGLE,2,0.0
16.11,Gwen,JUNGLE,2,1.0
16.11,DrMundo,JUNGLE,2,0.5
16.11,Malphite,JUNGLE,2,0.5
16.11,Brand,JUNGLE,2,0.5
16.11,Morgana,JUNGLE,2,0.5
16.11,Fizz,JUNGLE,2,1.0
16.11,Poppy,JUNGLE,2,0.5
16.11,Riven,JUNGLE,2,0.5
16.11,Draven,JUNGLE,1,1.0
16.11,Chogath,JUNGLE,1,0.0
16.11,Teemo,JUNGLE,1,0.0
16.11,Olaf,JUNGLE,1,0.0
16.11,Galio,JUNGLE,1,0.0
16.11,Singed,JUNGLE,1,0.0
16.11,Gragas,JUNGLE,1,1.0
16.11,Tryndamere,JUNGLE,1,0.0
16.11,Urgot,JUNGLE,1,1.0
16.11,Yorick,JUNGLE,1,1.0
16.11,Shen,JUNGLE,1,0.0
16.11,Zeri,JUNGLE,1,0.0
16.11,Sion,JUNGLE,1,0.0
16.11,Ekko,MID,52,0.5769
16.11,Riven,MID,49,0.5306
16.11,Ahri,MID,34,0.4118
16.11,Galio,MID,26,0.5
16.11,Yasuo,MID,25,0.6
16.11,Akshan,MID,24,0.6667
16.11,Katarina,MID,23,0.3913
16.11,Vladimir,MID,22,0.4545
16.11,Viktor,MID,22,0.4091
16.11,TwistedFate,MID,21,0.7143
16.11,Zed,MID,19,0.4737
16.11,Orianna,MID,19,0.5263
16.11,Lissandra,MID,19,0.3158
16.11,Anivia,MID,18,0.3889
16.11,Malzahar,MID,18,0.5
16.11,Sylas,MID,17,0.6471
16.11,Akali,MID,17,0.5882
16.11,Ryze,MID,15,0.4667
16.11,Lux,MID,15,0.3333
16.11,Aurora,MID,13,0.4615
16.11,Xerath,MID,13,0.4615
16.11,Vex,MID,13,0.6154
16.11,Hwei,MID,13,0.3846
16.11,Diana,MID,13,0.3846
16.11,Cassiopeia,MID,12,0.3333
16.11,Fizz,MID,11,0.4545
16.11,Syndra,MID,10,0.7
16.11,Yone,MID,9,0.7778
16.11,Talon,MID,9,0.3333
16.11,Zoe,MID,8,0.75
16.11,Annie,MID,8,0.375
16.11,Leblanc,MID,7,0.7143
16.11,Brand,MID,7,0.4286
16.11,Azir,MID,7,0.4286
16.11,Veigar,MID,7,0.5714
16.11,Chogath,MID,6,0.1667
16.11,Taliyah,MID,6,0.6667
16.11,Irelia,MID,6,0.6667
16.11,Qiyana,MID,5,0.6
16.11,Smolder,MID,5,0.0
16.11,Jayce,MID,5,0.6
16.11,Velkoz,MID,5,0.8
16.11,Kayle,MID,5,0.0
16.11,Ambessa,MID,4,0.5
16.11,Rumble,MID,4,0.5
16.11,Mel,MID,4,0.5
16.11,Kassadin,MID,4,0.5
16.11,Naafiri,MID,4,0.75
16.11,Malphite,MID,3,0.0
16.11,Garen,MID,3,0.3333
16.11,Gragas,MID,3,0.6667
16.11,Sion,MID,3,1.0
16.11,Pantheon,MID,2,1.0
16.11,Ziggs,MID,2,0.5
16.11,Zyra,MID,2,0.0
16.11,Corki,MID,2,0.5
16.11,Tryndamere,MID,2,0.0
16.11,XinZhao,MID,2,0.5
16.11,Viego,MID,2,0.5
16.11,Gangplank,MID,2,0.5
16.11,Varus,MID,2,0.5
16.11,Aatrox,MID,2,0.5
16.11,Zaahen,MID,2,0.0
16.11,Singed,MID,2,0.5
16.11,Zac,MID,2,1.0
16.11,Twitch,MID,2,1.0
16.11,AurelionSol,MID,2,0.0
16.11,Graves,MID,1,0.0
16.11,Urgot,MID,1,1.0
16.11,Tristana,MID,1,0.0
16.11,Morgana,MID,1,0.0
16.11,Zilean,MID,1,1.0
16.11,KogMaw,MID,1,1.0
16.11,Karthus,MID,1,0.0
16.11,Lucian,MID,1,0.0
16.11,Gwen,MID,1,0.0
16.11,Khazix,MID,1,1.0
16.11,Sejuani,MID,1,0.0
16.11,MissFortune,MID,1,1.0
16.11,Neeko,MID,1,0.0
16.11,Ezreal,MID,1,1.0
16.11,Poppy,MID,1,0.0
16.11,DrMundo,MID,1,1.0
16.11,Pyke,MID,1,1.0
16.11,TahmKench,MID,1,1.0
16.11,Warwick,MID,1,1.0
16.11,Nunu,MID,1,1.0
16.11,Nasus,MID,1,1.0
16.11,Shyvana,MID,1,0.0
16.11,FiddleSticks,MID,1,0.0
16.11,Heimerdinger,MID,1,0.0
16.11,Kayn,MID,1,0.0
16.11,Thresh,MID,1,1.0
16.11,Swain,MID,1,0.0
16.11,Zeri,MID,1,0.0
16.11,Darius,MID,1,0.0
16.11,Caitlyn,MID,1,1.0
16.11,Renekton,MID,1,0.0
16.11,Olaf,MID,1,1.0
16.11,Kalista,MID,1,1.0
16.11,Gnar,MID,1,1.0
16.11,Quinn,MID,1,1.0
16.11,Kennen,MID,1,0.0
16.11,Fiora,MID,1,0.0
16.11,Shen,MID,1,0.0
16.11,Thresh,SUPPORT,51,0.4706
16.11,Bard,SUPPORT,46,0.6522
16.11,Seraphine,SUPPORT,41,0.5854
16.11,Nautilus,SUPPORT,38,0.6053
16.11,Leona,SUPPORT,37,0.5405
16.11,Senna,SUPPORT,36,0.4167
16.11,Nami,SUPPORT,35,0.5429
16.11,Karma,SUPPORT,30,0.5
16.11,Soraka,SUPPORT,28,0.5
16.11,Sona,SUPPORT,27,0.4444
16.11,Rell,SUPPORT,25,0.64
16.11,Janna,SUPPORT,25,0.36
16.11,Milio,SUPPORT,23,0.4348
16.11,Pyke,SUPPORT,22,0.5455
16.11,Braum,SUPPORT,19,0.3684
16.11,Alistar,SUPPORT,18,0.5
16.11,Yuumi,SUPPORT,18,0.6111
